genotype,pop,timepoint,replicate,control_ave,n_adults,productivity_normalised
mM,11,1,1,30.133333333333333,20,0.6637168141592921
mM,11,1,2,30.133333333333333,28,0.9292035398230089
mM,11,1,3,30.133333333333333,39,1.2942477876106195
mM,11,1,4,30.133333333333333,42,1.3938053097345133
mM,11,1,5,30.133333333333333,46,1.5265486725663717
mM,11,1,6,30.133333333333333,11,0.36504424778761063
mM,11,1,7,30.133333333333333,28,0.9292035398230089
mM,11,1,8,30.133333333333333,36,1.1946902654867257
mM,11,1,9,30.133333333333333,31,1.0287610619469028
mM,11,1,10,30.133333333333333,19,0.6305309734513275
mM,11,1,11,30.133333333333333,39,1.2942477876106195
mM,11,1,12,30.133333333333333,41,1.3606194690265487
mM,11,1,13,30.133333333333333,48,1.592920353982301
mM,11,1,14,30.133333333333333,1,0.033185840707964605
mM,11,1,15,30.133333333333333,44,1.4601769911504425
mM,11,1,16,30.133333333333333,46,1.5265486725663717
mM,11,1,17,30.133333333333333,20,0.6637168141592921
mM,11,1,18,30.133333333333333,26,0.8628318584070797
mM,11,1,19,30.133333333333333,28,0.9292035398230089
mM,11,1,20,30.133333333333333,12,0.39823008849557523
mM,11,1,21,30.133333333333333,37,1.2278761061946903
mM,11,1,22,30.133333333333333,14,0.4646017699115044
mM,11,1,23,30.133333333333333,40,1.3274336283185841
mM,11,1,24,30.133333333333333,20,0.6637168141592921
mM,11,1,25,30.133333333333333,53,1.758849557522124
mM,11,1,26,30.133333333333333,36,1.1946902654867257
mM,11,1,27,30.133333333333333,13,0.4314159292035398
mM,11,1,28,30.133333333333333,42,1.3938053097345133
mM,11,1,29,30.133333333333333,5,0.16592920353982302
mM,11,1,30,30.133333333333333,39,1.2942477876106195
mM,11,2,1,13.785714285714285,45,3.2642487046632125
mM,11,2,2,13.785714285714285,37,2.683937823834197
mM,11,2,3,13.785714285714285,59,4.27979274611399
mM,11,2,4,13.785714285714285,17,1.2331606217616582
mM,11,2,5,13.785714285714285,23,1.6683937823834198
mM,11,2,6,13.785714285714285,4,0.2901554404145078
mM,11,2,7,13.785714285714285,8,0.5803108808290156
mM,11,2,8,13.785714285714285,9,0.6528497409326426
mM,11,2,9,13.785714285714285,1,0.07253886010362695
mM,11,2,10,13.785714285714285,13,0.9430051813471503
mM,11,2,11,13.785714285714285,10,0.7253886010362695
mM,11,2,12,13.785714285714285,11,0.7979274611398964
mM,11,2,13,13.785714285714285,9,0.6528497409326426
mM,11,2,14,13.785714285714285,1,0.07253886010362695
mM,11,2,15,13.785714285714285,7,0.5077720207253886
mM,11,2,16,13.785714285714285,4,0.2901554404145078
mM,11,2,17,13.785714285714285,9,0.6528497409326426
mM,11,2,18,13.785714285714285,32,2.3212435233160624
mM,11,2,19,13.785714285714285,12,0.8704663212435234
mM,11,2,20,13.785714285714285,11,0.7979274611398964
mM,11,2,21,13.785714285714285,17,1.2331606217616582
mM,11,2,22,13.785714285714285,4,0.2901554404145078
mM,11,2,23,13.785714285714285,8,0.5803108808290156
mM,11,2,24,13.785714285714285,1,0.07253886010362695
mM,11,2,25,13.785714285714285,9,0.6528497409326426
mM,11,2,26,13.785714285714285,1,0.07253886010362695
mM,11,2,27,13.785714285714285,7,0.5077720207253886
mM,11,2,28,13.785714285714285,17,1.2331606217616582
mM,11,2,29,13.785714285714285,NA,NA
mM,11,2,30,13.785714285714285,NA,NA
mM,11,3,1,8.915492957746478,0,0
mM,11,3,2,8.915492957746478,16,1.7946287519747237
mM,11,3,3,8.915492957746478,13,1.458135860979463
mM,11,3,4,8.915492957746478,3,0.3364928909952607
mM,11,3,5,8.915492957746478,7,0.7851500789889416
mM,11,3,6,8.915492957746478,0,0
mM,11,3,7,8.915492957746478,6,0.6729857819905214
mM,11,3,8,8.915492957746478,12,1.3459715639810428
mM,11,3,9,8.915492957746478,5,0.5608214849921012
mM,11,3,10,8.915492957746478,8,0.8973143759873619
mM,11,3,11,8.915492957746478,12,1.3459715639810428
mM,11,3,12,8.915492957746478,11,1.2338072669826226
mM,11,3,13,8.915492957746478,0,0
mM,11,3,14,8.915492957746478,13,1.458135860979463
mM,11,3,15,8.915492957746478,25,2.8041074249605056
mM,11,3,16,8.915492957746478,12,1.3459715639810428
mM,11,3,17,8.915492957746478,11,1.2338072669826226
mM,11,3,18,8.915492957746478,9,1.009478672985782
mM,11,3,19,8.915492957746478,13,1.458135860979463
mM,11,3,20,8.915492957746478,12,1.3459715639810428
mM,11,3,21,8.915492957746478,2,0.22432859399684046
mM,11,3,22,8.915492957746478,16,1.7946287519747237
mM,11,3,23,8.915492957746478,10,1.1216429699842023
mM,11,3,24,8.915492957746478,8,0.8973143759873619
mM,11,3,25,8.915492957746478,NA,NA
mM,11,3,26,8.915492957746478,NA,NA
mM,11,3,27,8.915492957746478,NA,NA
mM,11,3,28,8.915492957746478,NA,NA
mM,11,3,29,8.915492957746478,NA,NA
mM,11,3,30,8.915492957746478,NA,NA
mM,11,4,1,31.688888888888894,59,1.8618513323983168
mM,11,4,2,31.688888888888894,37,1.1676016830294529
mM,11,4,3,31.688888888888894,63,1.9880785413744737
mM,11,4,4,31.688888888888894,41,1.2938288920056098
mM,11,4,5,31.688888888888894,44,1.3884992987377278
mM,11,4,6,31.688888888888894,37,1.1676016830294529
mM,11,4,7,31.688888888888894,38,1.199158485273492
mM,11,4,8,31.688888888888894,63,1.9880785413744737
mM,11,4,9,31.688888888888894,41,1.2938288920056098
mM,11,4,10,31.688888888888894,22,0.6942496493688639
mM,11,4,11,31.688888888888894,42,1.3253856942496491
mM,11,4,12,31.688888888888894,58,1.8302945301542775
mM,11,4,13,31.688888888888894,49,1.546283309957924
mM,11,4,14,31.688888888888894,45,1.420056100981767
mM,11,4,15,31.688888888888894,59,1.8618513323983168
mM,11,4,16,31.688888888888894,52,1.6409537166900419
mM,11,4,17,31.688888888888894,57,1.7987377279102381
mM,11,4,18,31.688888888888894,54,1.7040673211781203
mM,11,4,19,31.688888888888894,50,1.5778401122019634
mM,11,4,20,31.688888888888894,37,1.1676016830294529
mM,11,4,21,31.688888888888894,60,1.893408134642356
mM,11,4,22,31.688888888888894,42,1.3253856942496491
mM,11,4,23,31.688888888888894,53,1.6725105189340812
mM,11,4,24,31.688888888888894,47,1.4831697054698456
mM,11,4,25,31.688888888888894,61,1.9249649368863953
mM,11,4,26,31.688888888888894,53,1.6725105189340812
mM,11,4,27,31.688888888888894,45,1.420056100981767
mM,11,4,28,31.688888888888894,64,2.019635343618513
mM,11,4,29,31.688888888888894,56,1.767180925666199
mM,11,4,30,31.688888888888894,45,1.420056100981767
mM,11,5,1,20,31,1.55
mM,11,5,2,20,0,0
mM,11,5,3,20,28,1.4
mM,11,5,4,20,30,1.5
mM,11,5,5,20,26,1.3
mM,11,5,6,20,7,0.35
mM,11,5,7,20,43,2.15
mM,11,5,8,20,30,1.5
mM,11,5,9,20,17,0.85
mM,11,5,10,20,6,0.3
mM,11,5,11,20,25,1.25
mM,11,5,12,20,27,1.35
mM,11,5,13,20,34,1.7
mM,11,5,14,20,6,0.3
mM,11,5,15,20,3,0.15
mM,11,5,16,20,29,1.45
mM,11,5,17,20,23,1.15
mM,11,5,18,20,0,0
mM,11,5,19,20,12,0.6
mM,11,5,20,20,1,0.05
mM,11,5,21,20,30,1.5
mM,11,5,22,20,25,1.25
mM,11,5,23,20,6,0.3
mM,11,5,24,20,31,1.55
mM,11,5,25,20,27,1.35
mM,11,5,26,20,33,1.65
mM,11,5,27,20,17,0.85
mM,11,5,28,20,38,1.9
mM,11,5,29,20,29,1.45
mM,11,5,30,20,37,1.85
mM,12,3,1,8.915492957746478,8,0.8973143759873619
mM,12,3,2,8.915492957746478,0,0
mM,12,3,3,8.915492957746478,11,1.2338072669826226
mM,12,3,4,8.915492957746478,12,1.3459715639810428
mM,12,3,5,8.915492957746478,0,0
mM,12,3,6,8.915492957746478,24,2.6919431279620856
mM,12,3,7,8.915492957746478,1,0.11216429699842023
mM,12,3,8,8.915492957746478,0,0
mM,12,3,9,8.915492957746478,3,0.3364928909952607
mM,12,3,10,8.915492957746478,5,0.5608214849921012
mM,12,3,11,8.915492957746478,1,0.11216429699842023
mM,12,3,12,8.915492957746478,11,1.2338072669826226
mM,12,3,13,8.915492957746478,12,1.3459715639810428
mM,12,3,14,8.915492957746478,2,0.22432859399684046
mM,12,3,15,8.915492957746478,3,0.3364928909952607
mM,12,3,16,8.915492957746478,12,1.3459715639810428
mM,12,3,17,8.915492957746478,3,0.3364928909952607
mM,12,3,18,8.915492957746478,7,0.7851500789889416
mM,12,3,19,8.915492957746478,0,0
mM,12,3,20,8.915492957746478,11,1.2338072669826226
mM,12,3,21,8.915492957746478,12,1.3459715639810428
mM,12,3,22,8.915492957746478,11,1.2338072669826226
mM,12,3,23,8.915492957746478,30,3.364928909952607
mM,12,3,24,8.915492957746478,NA,NA
mM,12,3,25,8.915492957746478,NA,NA
mM,12,3,26,8.915492957746478,NA,NA
mM,12,3,27,8.915492957746478,NA,NA
mM,12,3,28,8.915492957746478,NA,NA
mM,12,3,29,8.915492957746478,NA,NA
mM,12,3,30,8.915492957746478,NA,NA
mM,12,4,1,31.688888888888894,10,0.31556802244039267
mM,12,4,2,31.688888888888894,9,0.2840112201963534
mM,12,4,3,31.688888888888894,10,0.31556802244039267
mM,12,4,4,31.688888888888894,9,0.2840112201963534
mM,12,4,5,31.688888888888894,10,0.31556802244039267
mM,12,4,6,31.688888888888894,11,0.34712482468443195
mM,12,4,7,31.688888888888894,14,0.44179523141654975
mM,12,4,8,31.688888888888894,11,0.34712482468443195
mM,12,4,9,31.688888888888894,18,0.5680224403927068
mM,12,4,10,31.688888888888894,12,0.3786816269284712
mM,12,4,11,31.688888888888894,17,0.5364656381486675
mM,12,4,12,31.688888888888894,13,0.41023842917251047
mM,12,4,13,31.688888888888894,11,0.34712482468443195
mM,12,4,14,31.688888888888894,9,0.2840112201963534
mM,12,4,15,31.688888888888894,13,0.41023842917251047
mM,12,4,16,31.688888888888894,15,0.473352033660589
mM,12,4,17,31.688888888888894,21,0.6626928471248246
mM,12,4,18,31.688888888888894,15,0.473352033660589
mM,12,4,19,31.688888888888894,12,0.3786816269284712
mM,12,4,20,31.688888888888894,12,0.3786816269284712
mM,12,4,21,31.688888888888894,13,0.41023842917251047
mM,12,4,22,31.688888888888894,20,0.6311360448807853
mM,12,4,23,31.688888888888894,18,0.5680224403927068
mM,12,4,24,31.688888888888894,12,0.3786816269284712
mM,12,4,25,31.688888888888894,12,0.3786816269284712
mM,12,4,26,31.688888888888894,11,0.34712482468443195
mM,12,4,27,31.688888888888894,8,0.2524544179523141
mM,12,4,28,31.688888888888894,12,0.3786816269284712
mM,12,4,29,31.688888888888894,6,0.1893408134642356
mM,12,4,30,31.688888888888894,13,0.41023842917251047
mM,12,5,1,20,35,1.75
mM,12,5,2,20,41,2.05
mM,12,5,3,20,26,1.3
mM,12,5,4,20,2,0.1
mM,12,5,5,20,40,2
mM,12,5,6,20,32,1.6
mM,12,5,7,20,20,1
mM,12,5,8,20,25,1.25
mM,12,5,9,20,17,0.85
mM,12,5,10,20,40,2
mM,12,5,11,20,20,1
mM,12,5,12,20,31,1.55
mM,12,5,13,20,45,2.25
mM,12,5,14,20,50,2.5
mM,12,5,15,20,31,1.55
mM,12,5,16,20,30,1.5
mM,12,5,17,20,35,1.75
mM,12,5,18,20,16,0.8
mM,12,5,19,20,41,2.05
mM,12,5,20,20,28,1.4
mM,12,5,21,20,41,2.05
mM,12,5,22,20,23,1.15
mM,12,5,23,20,35,1.75
mM,12,5,24,20,58,2.9
mM,12,5,25,20,38,1.9
mM,12,5,26,20,22,1.1
mM,12,5,27,20,11,0.55
mM,12,5,28,20,26,1.3
mM,12,5,29,20,1,0.05
mM,12,5,30,20,28,1.4
mM,13,3,1,8.915492957746478,4,0.44865718799368093
mM,13,3,2,8.915492957746478,9,1.009478672985782
mM,13,3,3,8.915492957746478,2,0.22432859399684046
mM,13,3,4,8.915492957746478,11,1.2338072669826226
mM,13,3,5,8.915492957746478,22,2.467614533965245
mM,13,3,6,8.915492957746478,6,0.6729857819905214
mM,13,3,7,8.915492957746478,5,0.5608214849921012
mM,13,3,8,8.915492957746478,1,0.11216429699842023
mM,13,3,9,8.915492957746478,13,1.458135860979463
mM,13,3,10,8.915492957746478,5,0.5608214849921012
mM,13,3,11,8.915492957746478,11,1.2338072669826226
mM,13,3,12,8.915492957746478,5,0.5608214849921012
mM,13,3,13,8.915492957746478,18,2.018957345971564
mM,13,3,14,8.915492957746478,0,0
mM,13,3,15,8.915492957746478,14,1.5703001579778832
mM,13,3,16,8.915492957746478,11,1.2338072669826226
mM,13,3,17,8.915492957746478,5,0.5608214849921012
mM,13,3,18,8.915492957746478,24,2.6919431279620856
mM,13,3,19,8.915492957746478,6,0.6729857819905214
mM,13,3,20,8.915492957746478,6,0.6729857819905214
mM,13,3,21,8.915492957746478,12,1.3459715639810428
mM,13,3,22,8.915492957746478,16,1.7946287519747237
mM,13,3,23,8.915492957746478,11,1.2338072669826226
mM,13,3,24,8.915492957746478,13,1.458135860979463
mM,13,3,25,8.915492957746478,NA,NA
mM,13,3,26,8.915492957746478,NA,NA
mM,13,3,27,8.915492957746478,NA,NA
mM,13,3,28,8.915492957746478,NA,NA
mM,13,3,29,8.915492957746478,NA,NA
mM,13,3,30,8.915492957746478,NA,NA
mM,13,4,1,31.688888888888894,41,1.2938288920056098
mM,13,4,2,31.688888888888894,33,1.0413744740532958
mM,13,4,3,31.688888888888894,57,1.7987377279102381
mM,13,4,4,31.688888888888894,0,0
mM,13,4,5,31.688888888888894,15,0.473352033660589
mM,13,4,6,31.688888888888894,37,1.1676016830294529
mM,13,4,7,31.688888888888894,42,1.3253856942496491
mM,13,4,8,31.688888888888894,32,1.0098176718092564
mM,13,4,9,31.688888888888894,23,0.7258064516129031
mM,13,4,10,31.688888888888894,49,1.546283309957924
mM,13,4,11,31.688888888888894,62,1.9565217391304346
mM,13,4,12,31.688888888888894,11,0.34712482468443195
mM,13,4,13,31.688888888888894,54,1.7040673211781203
mM,13,4,14,31.688888888888894,15,0.473352033660589
mM,13,4,15,31.688888888888894,29,0.9151472650771387
mM,13,4,16,31.688888888888894,51,1.6093969144460025
mM,13,4,17,31.688888888888894,32,1.0098176718092564
mM,13,4,18,31.688888888888894,46,1.4516129032258063
mM,13,4,19,31.688888888888894,35,1.1044880785413742
mM,13,4,20,31.688888888888894,0,0
mM,13,4,21,31.688888888888894,58,1.8302945301542775
mM,13,4,22,31.688888888888894,0,0
mM,13,4,23,31.688888888888894,42,1.3253856942496491
mM,13,4,24,31.688888888888894,50,1.5778401122019634
mM,13,4,25,31.688888888888894,26,0.8204768583450209
mM,13,4,26,31.688888888888894,28,0.8835904628330995
mM,13,4,27,31.688888888888894,37,1.1676016830294529
mM,13,4,28,31.688888888888894,39,1.2307152875175313
mM,13,4,29,31.688888888888894,33,1.0413744740532958
mM,13,4,30,31.688888888888894,24,0.7573632538569424
mM,13,5,1,20,15,0.75
mM,13,5,2,20,0,0
mM,13,5,3,20,14,0.7
mM,13,5,4,20,9,0.45
mM,13,5,5,20,1,0.05
mM,13,5,6,20,1,0.05
mM,13,5,7,20,12,0.6
mM,13,5,8,20,10,0.5
mM,13,5,9,20,12,0.6
mM,13,5,10,20,1,0.05
mM,13,5,11,20,22,1.1
mM,13,5,12,20,10,0.5
mM,13,5,13,20,14,0.7
mM,13,5,14,20,9,0.45
mM,13,5,15,20,13,0.65
mM,13,5,16,20,15,0.75
mM,13,5,17,20,0,0
mM,13,5,18,20,16,0.8
mM,13,5,19,20,1,0.05
mM,13,5,20,20,6,0.3
mM,13,5,21,20,3,0.15
mM,13,5,22,20,8,0.4
mM,13,5,23,20,0,0
mM,13,5,24,20,11,0.55
mM,13,5,25,20,15,0.75
mM,13,5,26,20,12,0.6
mM,13,5,27,20,1,0.05
mM,13,5,28,20,22,1.1
mM,13,5,29,20,0,0
mM,13,5,30,20,8,0.4
mX,1,1,1,30.133333333333333,6,0.19911504424778761
mX,1,1,2,30.133333333333333,16,0.5309734513274337
mX,1,1,3,30.133333333333333,9,0.29867256637168144
mX,1,1,4,30.133333333333333,10,0.33185840707964603
mX,1,1,5,30.133333333333333,18,0.5973451327433629
mX,1,1,6,30.133333333333333,32,1.0619469026548674
mX,1,1,7,30.133333333333333,27,0.8960176991150443
mX,1,1,8,30.133333333333333,33,1.095132743362832
mX,1,1,9,30.133333333333333,19,0.6305309734513275
mX,1,1,10,30.133333333333333,18,0.5973451327433629
mX,1,1,11,30.133333333333333,23,0.7632743362831859
mX,1,1,12,30.133333333333333,1,0.033185840707964605
mX,1,1,13,30.133333333333333,10,0.33185840707964603
mX,1,1,14,30.133333333333333,22,0.7300884955752213
mX,1,1,15,30.133333333333333,0,0
mX,1,1,16,30.133333333333333,23,0.7632743362831859
mX,1,1,17,30.133333333333333,22,0.7300884955752213
mX,1,1,18,30.133333333333333,31,1.0287610619469028
mX,1,1,19,30.133333333333333,37,1.2278761061946903
mX,1,1,20,30.133333333333333,34,1.1283185840707965
mX,1,1,21,30.133333333333333,39,1.2942477876106195
mX,1,1,22,30.133333333333333,14,0.4646017699115044
mX,1,1,23,30.133333333333333,16,0.5309734513274337
mX,1,1,24,30.133333333333333,8,0.26548672566371684
mX,1,1,25,30.133333333333333,25,0.8296460176991151
mX,1,1,26,30.133333333333333,11,0.36504424778761063
mX,1,1,27,30.133333333333333,30,0.995575221238938
mX,1,1,28,30.133333333333333,24,0.7964601769911505
mX,1,1,29,30.133333333333333,32,1.0619469026548674
mX,1,1,30,30.133333333333333,43,1.426991150442478
mX,1,2,1,13.785714285714285,8,0.5803108808290156
mX,1,2,2,13.785714285714285,17,1.2331606217616582
mX,1,2,3,13.785714285714285,0,0
mX,1,2,4,13.785714285714285,5,0.3626943005181347
mX,1,2,5,13.785714285714285,0,0
mX,1,2,6,13.785714285714285,18,1.3056994818652852
mX,1,2,7,13.785714285714285,0,0
mX,1,2,8,13.785714285714285,9,0.6528497409326426
mX,1,2,9,13.785714285714285,11,0.7979274611398964
mX,1,2,10,13.785714285714285,0,0
mX,1,2,11,13.785714285714285,1,0.07253886010362695
mX,1,2,12,13.785714285714285,1,0.07253886010362695
mX,1,2,13,13.785714285714285,1,0.07253886010362695
mX,1,2,14,13.785714285714285,3,0.21761658031088085
mX,1,2,15,13.785714285714285,8,0.5803108808290156
mX,1,2,16,13.785714285714285,6,0.4352331606217617
mX,1,2,17,13.785714285714285,4,0.2901554404145078
mX,1,2,18,13.785714285714285,5,0.3626943005181347
mX,1,2,19,13.785714285714285,1,0.07253886010362695
mX,1,2,20,13.785714285714285,9,0.6528497409326426
mX,1,2,21,13.785714285714285,1,0.07253886010362695
mX,1,2,22,13.785714285714285,15,1.0880829015544042
mX,1,2,23,13.785714285714285,8,0.5803108808290156
mX,1,2,24,13.785714285714285,5,0.3626943005181347
mX,1,2,25,13.785714285714285,8,0.5803108808290156
mX,1,2,26,13.785714285714285,3,0.21761658031088085
mX,1,2,27,13.785714285714285,2,0.1450777202072539
mX,1,2,28,13.785714285714285,1,0.07253886010362695
mX,1,2,29,13.785714285714285,2,0.1450777202072539
mX,1,2,30,13.785714285714285,7,0.5077720207253886
mX,1,3,1,8.915492957746478,6,0.6729857819905214
mX,1,3,2,8.915492957746478,6,0.6729857819905214
mX,1,3,3,8.915492957746478,0,0
mX,1,3,4,8.915492957746478,8,0.8973143759873619
mX,1,3,5,8.915492957746478,4,0.44865718799368093
mX,1,3,6,8.915492957746478,14,1.5703001579778832
mX,1,3,7,8.915492957746478,9,1.009478672985782
mX,1,3,8,8.915492957746478,10,1.1216429699842023
mX,1,3,9,8.915492957746478,13,1.458135860979463
mX,1,3,10,8.915492957746478,6,0.6729857819905214
mX,1,3,11,8.915492957746478,9,1.009478672985782
mX,1,3,12,8.915492957746478,14,1.5703001579778832
mX,1,3,13,8.915492957746478,0,0
mX,1,3,14,8.915492957746478,11,1.2338072669826226
mX,1,3,15,8.915492957746478,2,0.22432859399684046
mX,1,3,16,8.915492957746478,5,0.5608214849921012
mX,1,3,17,8.915492957746478,8,0.8973143759873619
mX,1,3,18,8.915492957746478,12,1.3459715639810428
mX,1,3,19,8.915492957746478,9,1.009478672985782
mX,1,3,20,8.915492957746478,18,2.018957345971564
mX,1,3,21,8.915492957746478,10,1.1216429699842023
mX,1,3,22,8.915492957746478,6,0.6729857819905214
mX,1,3,23,8.915492957746478,12,1.3459715639810428
mX,1,3,24,8.915492957746478,16,1.7946287519747237
mX,1,3,25,8.915492957746478,12,1.3459715639810428
mX,1,3,26,8.915492957746478,10,1.1216429699842023
mX,1,3,27,8.915492957746478,NA,NA
mX,1,3,28,8.915492957746478,NA,NA
mX,1,3,29,8.915492957746478,NA,NA
mX,1,3,30,8.915492957746478,NA,NA
