genotype,pop,timepoint,replicate,control_ave,n_adults,productivity_normalised
mX,1,4,1,31.688888888888894,14,0.44179523141654975
mX,1,4,2,31.688888888888894,15,0.473352033660589
mX,1,4,3,31.688888888888894,1,0.03155680224403926
mX,1,4,4,31.688888888888894,NA,NA
mX,1,4,5,31.688888888888894,11,0.34712482468443195
mX,1,4,6,31.688888888888894,9,0.2840112201963534
mX,1,4,7,31.688888888888894,0,0
mX,1,4,8,31.688888888888894,0,0
mX,1,4,9,31.688888888888894,17,0.5364656381486675
mX,1,4,10,31.688888888888894,12,0.3786816269284712
mX,1,4,11,31.688888888888894,18,0.5680224403927068
mX,1,4,12,31.688888888888894,0,0
mX,1,4,13,31.688888888888894,10,0.31556802244039267
mX,1,4,14,31.688888888888894,11,0.34712482468443195
mX,1,4,15,31.688888888888894,0,0
mX,1,4,16,31.688888888888894,8,0.2524544179523141
mX,1,4,17,31.688888888888894,0,0
mX,1,4,18,31.688888888888894,36,1.1360448807854135
mX,1,4,19,31.688888888888894,6,0.1893408134642356
mX,1,4,20,31.688888888888894,23,0.7258064516129031
mX,1,4,21,31.688888888888894,40,1.2622720897615707
mX,1,4,22,31.688888888888894,34,1.072931276297335
mX,1,4,23,31.688888888888894,34,1.072931276297335
mX,1,4,24,31.688888888888894,24,0.7573632538569424
mX,1,4,25,31.688888888888894,21,0.6626928471248246
mX,1,4,26,31.688888888888894,43,1.3569424964936885
mX,1,4,27,31.688888888888894,12,0.3786816269284712
mX,1,4,28,31.688888888888894,0,0
mX,1,4,29,31.688888888888894,14,0.44179523141654975
mX,1,4,30,31.688888888888894,0,0
mX,1,5,1,20,27,1.35
mX,1,5,2,20,42,2.1
mX,1,5,3,20,39,1.95
mX,1,5,4,20,8,0.4
mX,1,5,5,20,33,1.65
mX,1,5,6,20,45,2.25
mX,1,5,7,20,37,1.85
mX,1,5,8,20,28,1.4
mX,1,5,9,20,28,1.4
mX,1,5,10,20,41,2.05
mX,1,5,11,20,23,1.15
mX,1,5,12,20,28,1.4
mX,1,5,13,20,31,1.55
mX,1,5,14,20,29,1.45
mX,1,5,15,20,24,1.2
mX,1,5,16,20,35,1.75
mX,1,5,17,20,13,0.65
mX,1,5,18,20,20,1
mX,1,5,19,20,25,1.25
mX,1,5,20,20,30,1.5
mX,1,5,21,20,32,1.6
mX,1,5,22,20,31,1.55
mX,1,5,23,20,32,1.6
mX,1,5,24,20,11,0.55
mX,1,5,25,20,8,0.4
mX,1,5,26,20,41,2.05
mX,1,5,27,20,18,0.9
mX,1,5,28,20,1,0.05
mX,1,5,29,20,25,1.25
mX,1,5,30,20,0,0
mX,2,1,1,30.133333333333333,0,0
mX,2,1,2,30.133333333333333,20,0.6637168141592921
mX,2,1,3,30.133333333333333,42,1.3938053097345133
mX,2,1,4,30.133333333333333,14,0.4646017699115044
mX,2,1,5,30.133333333333333,10,0.33185840707964603
mX,2,1,6,30.133333333333333,46,1.5265486725663717
mX,2,1,7,30.133333333333333,10,0.33185840707964603
mX,2,1,8,30.133333333333333,40,1.3274336283185841
mX,2,1,9,30.133333333333333,0,0
mX,2,1,10,30.133333333333333,0,0
mX,2,1,11,30.133333333333333,44,1.4601769911504425
mX,2,1,12,30.133333333333333,43,1.426991150442478
mX,2,1,13,30.133333333333333,57,1.8915929203539823
mX,2,1,14,30.133333333333333,6,0.19911504424778761
mX,2,1,15,30.133333333333333,3,0.09955752212389381
mX,2,1,16,30.133333333333333,0,0
mX,2,1,17,30.133333333333333,8,0.26548672566371684
mX,2,1,18,30.133333333333333,30,0.995575221238938
mX,2,1,19,30.133333333333333,22,0.7300884955752213
mX,2,1,20,30.133333333333333,29,0.9623893805309734
mX,2,1,21,30.133333333333333,19,0.6305309734513275
mX,2,1,22,30.133333333333333,19,0.6305309734513275
mX,2,1,23,30.133333333333333,14,0.4646017699115044
mX,2,1,24,30.133333333333333,25,0.8296460176991151
mX,2,1,25,30.133333333333333,32,1.0619469026548674
mX,2,1,26,30.133333333333333,35,1.1615044247787611
mX,2,1,27,30.133333333333333,8,0.26548672566371684
mX,2,1,28,30.133333333333333,48,1.592920353982301
mX,2,1,29,30.133333333333333,48,1.592920353982301
mX,2,1,30,30.133333333333333,34,1.1283185840707965
mX,2,2,1,13.785714285714285,11,0.7979274611398964
mX,2,2,2,13.785714285714285,0,0
mX,2,2,3,13.785714285714285,3,0.21761658031088085
mX,2,2,4,13.785714285714285,27,1.9585492227979275
mX,2,2,5,13.785714285714285,13,0.9430051813471503
mX,2,2,6,13.785714285714285,18,1.3056994818652852
mX,2,2,7,13.785714285714285,8,0.5803108808290156
mX,2,2,8,13.785714285714285,21,1.5233160621761659
mX,2,2,9,13.785714285714285,11,0.7979274611398964
mX,2,2,10,13.785714285714285,14,1.0155440414507773
mX,2,2,11,13.785714285714285,25,1.8134715025906738
mX,2,2,12,13.785714285714285,35,2.538860103626943
mX,2,2,13,13.785714285714285,17,1.2331606217616582
mX,2,2,14,13.785714285714285,0,0
mX,2,2,15,13.785714285714285,6,0.4352331606217617
mX,2,2,16,13.785714285714285,25,1.8134715025906738
mX,2,2,17,13.785714285714285,19,1.378238341968912
mX,2,2,18,13.785714285714285,26,1.8860103626943006
mX,2,2,19,13.785714285714285,5,0.3626943005181347
mX,2,2,20,13.785714285714285,7,0.5077720207253886
mX,2,2,21,13.785714285714285,40,2.901554404145078
mX,2,2,22,13.785714285714285,20,1.450777202072539
mX,2,2,23,13.785714285714285,12,0.8704663212435234
mX,2,2,24,13.785714285714285,60,4.352331606217617
mX,2,2,25,13.785714285714285,40,2.901554404145078
mX,2,2,26,13.785714285714285,52,3.772020725388601
mX,2,2,27,13.785714285714285,47,3.4093264248704664
mX,2,2,28,13.785714285714285,39,2.829015544041451
mX,2,2,29,13.785714285714285,46,3.3367875647668397
mX,2,2,30,13.785714285714285,5,0.3626943005181347
mX,2,3,1,8.915492957746478,13,1.458135860979463
mX,2,3,2,8.915492957746478,14,1.5703001579778832
mX,2,3,3,8.915492957746478,7,0.7851500789889416
mX,2,3,4,8.915492957746478,7,0.7851500789889416
mX,2,3,5,8.915492957746478,11,1.2338072669826226
mX,2,3,6,8.915492957746478,3,0.3364928909952607
mX,2,3,7,8.915492957746478,2,0.22432859399684046
mX,2,3,8,8.915492957746478,17,1.906793048973144
mX,2,3,9,8.915492957746478,5,0.5608214849921012
mX,2,3,10,8.915492957746478,15,1.6824644549763035
mX,2,3,11,8.915492957746478,0,0
mX,2,3,12,8.915492957746478,0,0
mX,2,3,13,8.915492957746478,11,1.2338072669826226
mX,2,3,14,8.915492957746478,15,1.6824644549763035
mX,2,3,15,8.915492957746478,16,1.7946287519747237
mX,2,3,16,8.915492957746478,17,1.906793048973144
mX,2,3,17,8.915492957746478,9,1.009478672985782
mX,2,3,18,8.915492957746478,9,1.009478672985782
mX,2,3,19,8.915492957746478,12,1.3459715639810428
mX,2,3,20,8.915492957746478,14,1.5703001579778832
mX,2,3,21,8.915492957746478,7,0.7851500789889416
mX,2,3,22,8.915492957746478,11,1.2338072669826226
mX,2,3,23,8.915492957746478,0,0
mX,2,3,24,8.915492957746478,2,0.22432859399684046
mX,2,3,25,8.915492957746478,NA,NA
mX,2,3,26,8.915492957746478,NA,NA
mX,2,3,27,8.915492957746478,NA,NA
mX,2,3,28,8.915492957746478,NA,NA
mX,2,3,29,8.915492957746478,NA,NA
mX,2,3,30,8.915492957746478,NA,NA
mX,2,4,1,31.688888888888894,0,0
mX,2,4,2,31.688888888888894,0,0
mX,2,4,3,31.688888888888894,19,0.599579242636746
mX,2,4,4,31.688888888888894,15,0.473352033660589
mX,2,4,5,31.688888888888894,13,0.41023842917251047
mX,2,4,6,31.688888888888894,14,0.44179523141654975
mX,2,4,7,31.688888888888894,0,0
mX,2,4,8,31.688888888888894,11,0.34712482468443195
mX,2,4,9,31.688888888888894,17,0.5364656381486675
mX,2,4,10,31.688888888888894,1,0.03155680224403926
mX,2,4,11,31.688888888888894,10,0.31556802244039267
mX,2,4,12,31.688888888888894,11,0.34712482468443195
mX,2,4,13,31.688888888888894,11,0.34712482468443195
mX,2,4,14,31.688888888888894,18,0.5680224403927068
mX,2,4,15,31.688888888888894,17,0.5364656381486675
mX,2,4,16,31.688888888888894,1,0.03155680224403926
mX,2,4,17,31.688888888888894,15,0.473352033660589
mX,2,4,18,31.688888888888894,14,0.44179523141654975
mX,2,4,19,31.688888888888894,16,0.5049088359046282
mX,2,4,20,31.688888888888894,12,0.3786816269284712
mX,2,4,21,31.688888888888894,12,0.3786816269284712
mX,2,4,22,31.688888888888894,11,0.34712482468443195
mX,2,4,23,31.688888888888894,3,0.0946704067321178
mX,2,4,24,31.688888888888894,15,0.473352033660589
mX,2,4,25,31.688888888888894,12,0.3786816269284712
mX,2,4,26,31.688888888888894,19,0.599579242636746
mX,2,4,27,31.688888888888894,1,0.03155680224403926
mX,2,4,28,31.688888888888894,11,0.34712482468443195
mX,2,4,29,31.688888888888894,10,0.31556802244039267
mX,2,4,30,31.688888888888894,14,0.44179523141654975
mX,2,5,1,20,86,4.3
mX,2,5,2,20,11,0.55
mX,2,5,3,20,9,0.45
mX,2,5,4,20,17,0.85
mX,2,5,5,20,17,0.85
mX,2,5,6,20,1,0.05
mX,2,5,7,20,14,0.7
mX,2,5,8,20,40,2
mX,2,5,9,20,6,0.3
mX,2,5,10,20,0,0
mX,2,5,11,20,0,0
mX,2,5,12,20,0,0
mX,2,5,13,20,13,0.65
mX,2,5,14,20,31,1.55
mX,2,5,15,20,0,0
mX,2,5,16,20,14,0.7
mX,2,5,17,20,35,1.75
mX,2,5,18,20,8,0.4
mX,2,5,19,20,32,1.6
mX,2,5,20,20,26,1.3
mX,2,5,21,20,18,0.9
mX,2,5,22,20,53,2.65
mX,2,5,23,20,30,1.5
mX,2,5,24,20,60,3
mX,2,5,25,20,1,0.05
mX,2,5,26,20,39,1.95
mX,2,5,27,20,31,1.55
mX,2,5,28,20,6,0.3
mX,2,5,29,20,27,1.35
mX,2,5,30,20,53,2.65
mX,3,1,1,30.133333333333333,34,1.1283185840707965
mX,3,1,2,30.133333333333333,46,1.5265486725663717
mX,3,1,3,30.133333333333333,52,1.7256637168141593
mX,3,1,4,30.133333333333333,41,1.3606194690265487
mX,3,1,5,30.133333333333333,48,1.592920353982301
mX,3,1,6,30.133333333333333,31,1.0287610619469028
mX,3,1,7,30.133333333333333,33,1.095132743362832
mX,3,1,8,30.133333333333333,55,1.825221238938053
mX,3,1,9,30.133333333333333,16,0.5309734513274337
mX,3,1,10,30.133333333333333,53,1.758849557522124
mX,3,1,11,30.133333333333333,26,0.8628318584070797
mX,3,1,12,30.133333333333333,24,0.7964601769911505
mX,3,1,13,30.133333333333333,5,0.16592920353982302
mX,3,1,14,30.133333333333333,19,0.6305309734513275
mX,3,1,15,30.133333333333333,48,1.592920353982301
mX,3,1,16,30.133333333333333,30,0.995575221238938
mX,3,1,17,30.133333333333333,45,1.4933628318584071
mX,3,1,18,30.133333333333333,18,0.5973451327433629
mX,3,1,19,30.133333333333333,18,0.5973451327433629
mX,3,1,20,30.133333333333333,18,0.5973451327433629
mX,3,1,21,30.133333333333333,NA,NA
mX,3,1,22,30.133333333333333,NA,NA
mX,3,1,23,30.133333333333333,NA,NA
mX,3,1,24,30.133333333333333,NA,NA
mX,3,1,25,30.133333333333333,NA,NA
mX,3,1,26,30.133333333333333,NA,NA
mX,3,1,27,30.133333333333333,NA,NA
mX,3,1,28,30.133333333333333,NA,NA
mX,3,1,29,30.133333333333333,NA,NA
mX,3,1,30,30.133333333333333,NA,NA
mX,3,2,1,13.785714285714285,0,0
mX,3,2,2,13.785714285714285,0,0
mX,3,2,3,13.785714285714285,14,1.0155440414507773
mX,3,2,4,13.785714285714285,2,0.1450777202072539
mX,3,2,5,13.785714285714285,4,0.2901554404145078
mX,3,2,6,13.785714285714285,12,0.8704663212435234
mX,3,2,7,13.785714285714285,0,0
mX,3,2,8,13.785714285714285,2,0.1450777202072539
mX,3,2,9,13.785714285714285,0,0
mX,3,2,10,13.785714285714285,7,0.5077720207253886
mX,3,2,11,13.785714285714285,3,0.21761658031088085
mX,3,2,12,13.785714285714285,1,0.07253886010362695
mX,3,2,13,13.785714285714285,9,0.6528497409326426
mX,3,2,14,13.785714285714285,0,0
mX,3,2,15,13.785714285714285,8,0.5803108808290156
mX,3,2,16,13.785714285714285,3,0.21761658031088085
mX,3,2,17,13.785714285714285,10,0.7253886010362695
mX,3,2,18,13.785714285714285,1,0.07253886010362695
mX,3,2,19,13.785714285714285,0,0
mX,3,2,20,13.785714285714285,29,2.1036269430051817
mX,3,2,21,13.785714285714285,17,1.2331606217616582
mX,3,2,22,13.785714285714285,45,3.2642487046632125
mX,3,2,23,13.785714285714285,13,0.9430051813471503
mX,3,2,24,13.785714285714285,31,2.2487046632124352
mX,3,2,25,13.785714285714285,19,1.378238341968912
mX,3,2,26,13.785714285714285,7,0.5077720207253886
mX,3,2,27,13.785714285714285,26,1.8860103626943006
mX,3,2,28,13.785714285714285,NA,NA
mX,3,2,29,13.785714285714285,NA,NA
mX,3,2,30,13.785714285714285,NA,NA
mX,3,3,1,8.915492957746478,3,0.3364928909952607
mX,3,3,2,8.915492957746478,4,0.44865718799368093
mX,3,3,3,8.915492957746478,14,1.5703001579778832
mX,3,3,4,8.915492957746478,11,1.2338072669826226
mX,3,3,5,8.915492957746478,1,0.11216429699842023
mX,3,3,6,8.915492957746478,9,1.009478672985782
mX,3,3,7,8.915492957746478,0,0
mX,3,3,8,8.915492957746478,7,0.7851500789889416
mX,3,3,9,8.915492957746478,9,1.009478672985782
mX,3,3,10,8.915492957746478,10,1.1216429699842023
mX,3,3,11,8.915492957746478,15,1.6824644549763035
mX,3,3,12,8.915492957746478,7,0.7851500789889416
mX,3,3,13,8.915492957746478,29,3.2527646129541865
mX,3,3,14,8.915492957746478,16,1.7946287519747237
mX,3,3,15,8.915492957746478,11,1.2338072669826226
mX,3,3,16,8.915492957746478,13,1.458135860979463
mX,3,3,17,8.915492957746478,9,1.009478672985782
mX,3,3,18,8.915492957746478,12,1.3459715639810428
mX,3,3,19,8.915492957746478,17,1.906793048973144
mX,3,3,20,8.915492957746478,13,1.458135860979463
mX,3,3,21,8.915492957746478,17,1.906793048973144
mX,3,3,22,8.915492957746478,12,1.3459715639810428
mX,3,3,23,8.915492957746478,13,1.458135860979463
mX,3,3,24,8.915492957746478,12,1.3459715639810428
mX,3,3,25,8.915492957746478,6,0.6729857819905214
mX,3,3,26,8.915492957746478,5,0.5608214849921012
mX,3,3,27,8.915492957746478,18,2.018957345971564
mX,3,3,28,8.915492957746478,NA,NA
mX,3,3,29,8.915492957746478,NA,NA
mX,3,3,30,8.915492957746478,NA,NA
mX,3,4,1,31.688888888888894,54,1.7040673211781203
mX,3,4,2,31.688888888888894,48,1.5147265077138847
mX,3,4,3,31.688888888888894,57,1.7987377279102381
mX,3,4,4,31.688888888888894,2,0.06311360448807853
mX,3,4,5,31.688888888888894,50,1.5778401122019634
mX,3,4,6,31.688888888888894,45,1.420056100981767
mX,3,4,7,31.688888888888894,56,1.767180925666199
mX,3,4,8,31.688888888888894,30,0.946704067321178
mX,3,4,9,31.688888888888894,44,1.3884992987377278
mX,3,4,10,31.688888888888894,53,1.6725105189340812
mX,3,4,11,31.688888888888894,50,1.5778401122019634
mX,3,4,12,31.688888888888894,51,1.6093969144460025
mX,3,4,13,31.688888888888894,38,1.199158485273492
mX,3,4,14,31.688888888888894,9,0.2840112201963534
mX,3,4,15,31.688888888888894,36,1.1360448807854135
mX,3,4,16,31.688888888888894,0,0
mX,3,4,17,31.688888888888894,39,1.2307152875175313
mX,3,4,18,31.688888888888894,33,1.0413744740532958
mX,3,4,19,31.688888888888894,44,1.3884992987377278
mX,3,4,20,31.688888888888894,72,2.272089761570827
mX,3,4,21,31.688888888888894,42,1.3253856942496491
mX,3,4,22,31.688888888888894,39,1.2307152875175313
mX,3,4,23,31.688888888888894,68,2.14586255259467
mX,3,4,24,31.688888888888894,49,1.546283309957924
mX,3,4,25,31.688888888888894,57,1.7987377279102381
mX,3,4,26,31.688888888888894,33,1.0413744740532958
mX,3,4,27,31.688888888888894,34,1.072931276297335
mX,3,4,28,31.688888888888894,50,1.5778401122019634
mX,3,4,29,31.688888888888894,44,1.3884992987377278
mX,3,4,30,31.688888888888894,36,1.1360448807854135
mX,3,5,1,20,0,0
mX,3,5,2,20,9,0.45
mX,3,5,3,20,0,0
mX,3,5,4,20,9,0.45
mX,3,5,5,20,11,0.55
mX,3,5,6,20,25,1.25
mX,3,5,7,20,0,0
mX,3,5,8,20,0,0
mX,3,5,9,20,1,0.05
mX,3,5,10,20,24,1.2
mX,3,5,11,20,19,0.95
mX,3,5,12,20,0,0
mX,3,5,13,20,36,1.8
mX,3,5,14,20,1,0.05
mX,3,5,15,20,0,0
mX,3,5,16,20,35,1.75
mX,3,5,17,20,25,1.25
mX,3,5,18,20,1,0.05
mX,3,5,19,20,0,0
mX,3,5,20,20,21,1.05
mX,3,5,21,20,0,0
mX,3,5,22,20,0,0
mX,3,5,23,20,0,0
mX,3,5,24,20,19,0.95
mX,3,5,25,20,0,0
mX,3,5,26,20,5,0.25
mX,3,5,27,20,0,0
mX,3,5,28,20,38,1.9
mX,3,5,29,20,28,1.4
mX,3,5,30,20,32,1.6
mX,4,1,1,30.133333333333333,11,0.36504424778761063
mX,4,1,2,30.133333333333333,41,1.3606194690265487
mX,4,1,3,30.133333333333333,32,1.0619469026548674
mX,4,1,4,30.133333333333333,0,0
mX,4,1,5,30.133333333333333,36,1.1946902654867257
mX,4,1,6,30.133333333333333,12,0.39823008849557523
mX,4,1,7,30.133333333333333,17,0.5641592920353983
mX,4,1,8,30.133333333333333,21,0.6969026548672567
mX,4,1,9,30.133333333333333,17,0.5641592920353983
mX,4,1,10,30.133333333333333,31,1.0287610619469028
mX,4,1,11,30.133333333333333,22,0.7300884955752213
mX,4,1,12,30.133333333333333,32,1.0619469026548674
mX,4,1,13,30.133333333333333,23,0.7632743362831859
mX,4,1,14,30.133333333333333,38,1.261061946902655
mX,4,1,15,30.133333333333333,26,0.8628318584070797
mX,4,1,16,30.133333333333333,29,0.9623893805309734
mX,4,1,17,30.133333333333333,44,1.4601769911504425
mX,4,1,18,30.133333333333333,10,0.33185840707964603
mX,4,1,19,30.133333333333333,32,1.0619469026548674
mX,4,1,20,30.133333333333333,14,0.4646017699115044
mX,4,1,21,30.133333333333333,0,0
mX,4,1,22,30.133333333333333,38,1.261061946902655
mX,4,1,23,30.133333333333333,8,0.26548672566371684
mX,4,1,24,30.133333333333333,41,1.3606194690265487
mX,4,1,25,30.133333333333333,9,0.29867256637168144
mX,4,1,26,30.133333333333333,0,0
mX,4,1,27,30.133333333333333,40,1.3274336283185841
mX,4,1,28,30.133333333333333,0,0
mX,4,1,29,30.133333333333333,17,0.5641592920353983
mX,4,1,30,30.133333333333333,49,1.6261061946902655
mX,4,2,1,13.785714285714285,4,0.2901554404145078
mX,4,2,2,13.785714285714285,10,0.7253886010362695
mX,4,2,3,13.785714285714285,0,0
mX,4,2,4,13.785714285714285,8,0.5803108808290156
mX,4,2,5,13.785714285714285,14,1.0155440414507773
mX,4,2,6,13.785714285714285,15,1.0880829015544042
mX,4,2,7,13.785714285714285,7,0.5077720207253886
mX,4,2,8,13.785714285714285,10,0.7253886010362695
mX,4,2,9,13.785714285714285,12,0.8704663212435234
mX,4,2,10,13.785714285714285,0,0
mX,4,2,11,13.785714285714285,0,0
mX,4,2,12,13.785714285714285,6,0.4352331606217617
mX,4,2,13,13.785714285714285,5,0.3626943005181347
mX,4,2,14,13.785714285714285,0,0
mX,4,2,15,13.785714285714285,0,0
mX,4,2,16,13.785714285714285,1,0.07253886010362695
mX,4,2,17,13.785714285714285,10,0.7253886010362695
mX,4,2,18,13.785714285714285,3,0.21761658031088085
mX,4,2,19,13.785714285714285,0,0
mX,4,2,20,13.785714285714285,0,0
mX,4,2,21,13.785714285714285,13,0.9430051813471503
mX,4,2,22,13.785714285714285,0,0
mX,4,2,23,13.785714285714285,0,0
mX,4,2,24,13.785714285714285,0,0
mX,4,2,25,13.785714285714285,0,0
mX,4,2,26,13.785714285714285,9,0.6528497409326426
mX,4,2,27,13.785714285714285,11,0.7979274611398964
mX,4,2,28,13.785714285714285,2,0.1450777202072539
mX,4,2,29,13.785714285714285,3,0.21761658031088085
mX,4,2,30,13.785714285714285,NA,NA
mX,4,3,1,8.915492957746478,14,1.5703001579778832
mX,4,3,2,8.915492957746478,14,1.5703001579778832
mX,4,3,3,8.915492957746478,10,1.1216429699842023
mX,4,3,4,8.915492957746478,9,1.009478672985782
mX,4,3,5,8.915492957746478,15,1.6824644549763035
mX,4,3,6,8.915492957746478,0,0
mX,4,3,7,8.915492957746478,2,0.22432859399684046
mX,4,3,8,8.915492957746478,19,2.131121642969984
mX,4,3,9,8.915492957746478,1,0.11216429699842023
mX,4,3,10,8.915492957746478,6,0.6729857819905214
mX,4,3,11,8.915492957746478,17,1.906793048973144
mX,4,3,12,8.915492957746478,9,1.009478672985782
mX,4,3,13,8.915492957746478,10,1.1216429699842023
mX,4,3,14,8.915492957746478,5,0.5608214849921012
mX,4,3,15,8.915492957746478,7,0.7851500789889416
mX,4,3,16,8.915492957746478,10,1.1216429699842023
mX,4,3,17,8.915492957746478,24,2.6919431279620856
