genotype,pop,timepoint,replicate,control_ave,n_adults,productivity_normalised
mX,4,3,18,8.915492957746478,14,1.5703001579778832
mX,4,3,19,8.915492957746478,7,0.7851500789889416
mX,4,3,20,8.915492957746478,0,0
mX,4,3,21,8.915492957746478,0,0
mX,4,3,22,8.915492957746478,11,1.2338072669826226
mX,4,3,23,8.915492957746478,7,0.7851500789889416
mX,4,3,24,8.915492957746478,18,2.018957345971564
mX,4,3,25,8.915492957746478,8,0.8973143759873619
mX,4,3,26,8.915492957746478,8,0.8973143759873619
mX,4,3,27,8.915492957746478,19,2.131121642969984
mX,4,3,28,8.915492957746478,2,0.22432859399684046
mX,4,3,29,8.915492957746478,26,2.916271721958926
mX,4,3,30,8.915492957746478,1,0.11216429699842023
mX,4,4,1,31.688888888888894,16,0.5049088359046282
mX,4,4,2,31.688888888888894,11,0.34712482468443195
mX,4,4,3,31.688888888888894,12,0.3786816269284712
mX,4,4,4,31.688888888888894,13,0.41023842917251047
mX,4,4,5,31.688888888888894,17,0.5364656381486675
mX,4,4,6,31.688888888888894,16,0.5049088359046282
mX,4,4,7,31.688888888888894,0,0
mX,4,4,8,31.688888888888894,11,0.34712482468443195
mX,4,4,9,31.688888888888894,0,0
mX,4,4,10,31.688888888888894,0,0
mX,4,4,11,31.688888888888894,17,0.5364656381486675
mX,4,4,12,31.688888888888894,20,0.6311360448807853
mX,4,4,13,31.688888888888894,20,0.6311360448807853
mX,4,4,14,31.688888888888894,NA,NA
mX,4,4,15,31.688888888888894,20,0.6311360448807853
mX,4,4,16,31.688888888888894,15,0.473352033660589
mX,4,4,17,31.688888888888894,18,0.5680224403927068
mX,4,4,18,31.688888888888894,15,0.473352033660589
mX,4,4,19,31.688888888888894,17,0.5364656381486675
mX,4,4,20,31.688888888888894,5,0.15778401122019634
mX,4,4,21,31.688888888888894,0,0
mX,4,4,22,31.688888888888894,9,0.2840112201963534
mX,4,4,23,31.688888888888894,12,0.3786816269284712
mX,4,4,24,31.688888888888894,13,0.41023842917251047
mX,4,4,25,31.688888888888894,13,0.41023842917251047
mX,4,4,26,31.688888888888894,12,0.3786816269284712
mX,4,4,27,31.688888888888894,2,0.06311360448807853
mX,4,4,28,31.688888888888894,10,0.31556802244039267
mX,4,4,29,31.688888888888894,14,0.44179523141654975
mX,4,4,30,31.688888888888894,16,0.5049088359046282
mX,4,5,1,20,0,0
mX,4,5,2,20,0,0
mX,4,5,3,20,12,0.6
mX,4,5,4,20,1,0.05
mX,4,5,5,20,26,1.3
mX,4,5,6,20,30,1.5
mX,4,5,7,20,21,1.05
mX,4,5,8,20,10,0.5
mX,4,5,9,20,1,0.05
mX,4,5,10,20,0,0
mX,4,5,11,20,49,2.45
mX,4,5,12,20,31,1.55
mX,4,5,13,20,0,0
mX,4,5,14,20,16,0.8
mX,4,5,15,20,41,2.05
mX,4,5,16,20,42,2.1
mX,4,5,17,20,30,1.5
mX,4,5,18,20,25,1.25
mX,4,5,19,20,0,0
mX,4,5,20,20,0,0
mX,4,5,21,20,7,0.35
mX,4,5,22,20,11,0.55
mX,4,5,23,20,5,0.25
mX,4,5,24,20,0,0
mX,4,5,25,20,23,1.15
mX,4,5,26,20,0,0
mX,4,5,27,20,0,0
mX,4,5,28,20,0,0
mX,4,5,29,20,5,0.25
mX,4,5,30,20,26,1.3
mX,5,1,1,30.133333333333333,25,0.8296460176991151
mX,5,1,2,30.133333333333333,27,0.8960176991150443
mX,5,1,3,30.133333333333333,39,1.2942477876106195
mX,5,1,4,30.133333333333333,0,0
mX,5,1,5,30.133333333333333,19,0.6305309734513275
mX,5,1,6,30.133333333333333,22,0.7300884955752213
mX,5,1,7,30.133333333333333,32,1.0619469026548674
mX,5,1,8,30.133333333333333,34,1.1283185840707965
mX,5,1,9,30.133333333333333,25,0.8296460176991151
mX,5,1,10,30.133333333333333,43,1.426991150442478
mX,5,1,11,30.133333333333333,30,0.995575221238938
mX,5,1,12,30.133333333333333,30,0.995575221238938
mX,5,1,13,30.133333333333333,46,1.5265486725663717
mX,5,1,14,30.133333333333333,19,0.6305309734513275
mX,5,1,15,30.133333333333333,12,0.39823008849557523
mX,5,1,16,30.133333333333333,29,0.9623893805309734
mX,5,1,17,30.133333333333333,0,0
mX,5,1,18,30.133333333333333,34,1.1283185840707965
mX,5,1,19,30.133333333333333,31,1.0287610619469028
mX,5,1,20,30.133333333333333,1,0.033185840707964605
mX,5,1,21,30.133333333333333,21,0.6969026548672567
mX,5,1,22,30.133333333333333,21,0.6969026548672567
mX,5,1,23,30.133333333333333,39,1.2942477876106195
mX,5,1,24,30.133333333333333,40,1.3274336283185841
mX,5,1,25,30.133333333333333,40,1.3274336283185841
mX,5,1,26,30.133333333333333,41,1.3606194690265487
mX,5,1,27,30.133333333333333,15,0.497787610619469
mX,5,1,28,30.133333333333333,0,0
mX,5,1,29,30.133333333333333,12,0.39823008849557523
mX,5,1,30,30.133333333333333,NA,NA
mX,5,2,1,13.785714285714285,10,0.7253886010362695
mX,5,2,2,13.785714285714285,12,0.8704663212435234
mX,5,2,3,13.785714285714285,13,0.9430051813471503
mX,5,2,4,13.785714285714285,0,0
mX,5,2,5,13.785714285714285,8,0.5803108808290156
mX,5,2,6,13.785714285714285,14,1.0155440414507773
mX,5,2,7,13.785714285714285,12,0.8704663212435234
mX,5,2,8,13.785714285714285,2,0.1450777202072539
mX,5,2,9,13.785714285714285,0,0
mX,5,2,10,13.785714285714285,12,0.8704663212435234
mX,5,2,11,13.785714285714285,8,0.5803108808290156
mX,5,2,12,13.785714285714285,0,0
mX,5,2,13,13.785714285714285,10,0.7253886010362695
mX,5,2,14,13.785714285714285,8,0.5803108808290156
mX,5,2,15,13.785714285714285,12,0.8704663212435234
mX,5,2,16,13.785714285714285,5,0.3626943005181347
mX,5,2,17,13.785714285714285,1,0.07253886010362695
mX,5,2,18,13.785714285714285,9,0.6528497409326426
mX,5,2,19,13.785714285714285,3,0.21761658031088085
mX,5,2,20,13.785714285714285,7,0.5077720207253886
mX,5,2,21,13.785714285714285,7,0.5077720207253886
mX,5,2,22,13.785714285714285,11,0.7979274611398964
mX,5,2,23,13.785714285714285,1,0.07253886010362695
mX,5,2,24,13.785714285714285,16,1.1606217616580312
mX,5,2,25,13.785714285714285,0,0
mX,5,2,26,13.785714285714285,9,0.6528497409326426
mX,5,2,27,13.785714285714285,1,0.07253886010362695
mX,5,2,28,13.785714285714285,0,0
mX,5,2,29,13.785714285714285,NA,NA
mX,5,2,30,13.785714285714285,NA,NA
mX,5,3,1,8.915492957746478,15,1.6824644549763035
mX,5,3,2,8.915492957746478,9,1.009478672985782
mX,5,3,3,8.915492957746478,14,1.5703001579778832
mX,5,3,4,8.915492957746478,2,0.22432859399684046
mX,5,3,5,8.915492957746478,21,2.3554502369668247
mX,5,3,6,8.915492957746478,15,1.6824644549763035
mX,5,3,7,8.915492957746478,10,1.1216429699842023
mX,5,3,8,8.915492957746478,13,1.458135860979463
mX,5,3,9,8.915492957746478,17,1.906793048973144
mX,5,3,10,8.915492957746478,2,0.22432859399684046
mX,5,3,11,8.915492957746478,4,0.44865718799368093
mX,5,3,12,8.915492957746478,13,1.458135860979463
mX,5,3,13,8.915492957746478,13,1.458135860979463
mX,5,3,14,8.915492957746478,15,1.6824644549763035
mX,5,3,15,8.915492957746478,15,1.6824644549763035
mX,5,3,16,8.915492957746478,0,0
mX,5,3,17,8.915492957746478,11,1.2338072669826226
mX,5,3,18,8.915492957746478,8,0.8973143759873619
mX,5,3,19,8.915492957746478,18,2.018957345971564
mX,5,3,20,8.915492957746478,15,1.6824644549763035
mX,5,3,21,8.915492957746478,11,1.2338072669826226
mX,5,3,22,8.915492957746478,10,1.1216429699842023
mX,5,3,23,8.915492957746478,8,0.8973143759873619
mX,5,3,24,8.915492957746478,9,1.009478672985782
mX,5,3,25,8.915492957746478,24,2.6919431279620856
mX,5,3,26,8.915492957746478,29,3.2527646129541865
mX,5,3,27,8.915492957746478,8,0.8973143759873619
mX,5,3,28,8.915492957746478,8,0.8973143759873619
mX,5,3,29,8.915492957746478,NA,NA
mX,5,3,30,8.915492957746478,NA,NA
mX,5,4,1,31.688888888888894,15,0.473352033660589
mX,5,4,2,31.688888888888894,1,0.03155680224403926
mX,5,4,3,31.688888888888894,0,0
mX,5,4,4,31.688888888888894,17,0.5364656381486675
mX,5,4,5,31.688888888888894,3,0.0946704067321178
mX,5,4,6,31.688888888888894,17,0.5364656381486675
mX,5,4,7,31.688888888888894,15,0.473352033660589
mX,5,4,8,31.688888888888894,8,0.2524544179523141
mX,5,4,9,31.688888888888894,13,0.41023842917251047
mX,5,4,10,31.688888888888894,12,0.3786816269284712
mX,5,4,11,31.688888888888894,16,0.5049088359046282
mX,5,4,12,31.688888888888894,8,0.2524544179523141
mX,5,4,13,31.688888888888894,20,0.6311360448807853
mX,5,4,14,31.688888888888894,14,0.44179523141654975
mX,5,4,15,31.688888888888894,11,0.34712482468443195
mX,5,4,16,31.688888888888894,4,0.12622720897615705
mX,5,4,17,31.688888888888894,10,0.31556802244039267
mX,5,4,18,31.688888888888894,0,0
mX,5,4,19,31.688888888888894,12,0.3786816269284712
mX,5,4,20,31.688888888888894,11,0.34712482468443195
mX,5,4,21,31.688888888888894,7,0.22089761570827487
mX,5,4,22,31.688888888888894,15,0.473352033660589
mX,5,4,23,31.688888888888894,19,0.599579242636746
mX,5,4,24,31.688888888888894,14,0.44179523141654975
mX,5,4,25,31.688888888888894,14,0.44179523141654975
mX,5,4,26,31.688888888888894,14,0.44179523141654975
mX,5,4,27,31.688888888888894,11,0.34712482468443195
mX,5,4,28,31.688888888888894,14,0.44179523141654975
mX,5,4,29,31.688888888888894,16,0.5049088359046282
mX,5,4,30,31.688888888888894,13,0.41023842917251047
mX,5,5,1,20,2,0.1
mX,5,5,2,20,10,0.5
mX,5,5,3,20,1,0.05
mX,5,5,4,20,1,0.05
mX,5,5,5,20,36,1.8
mX,5,5,6,20,31,1.55
mX,5,5,7,20,0,0
mX,5,5,8,20,0,0
mX,5,5,9,20,0,0
mX,5,5,10,20,19,0.95
mX,5,5,11,20,34,1.7
mX,5,5,12,20,19,0.95
mX,5,5,13,20,0,0
mX,5,5,14,20,21,1.05
mX,5,5,15,20,7,0.35
mX,5,5,16,20,3,0.15
mX,5,5,17,20,1,0.05
mX,5,5,18,20,10,0.5
mX,5,5,19,20,0,0
mX,5,5,20,20,0,0
mX,5,5,21,20,98,4.9
mX,5,5,22,20,22,1.1
mX,5,5,23,20,22,1.1
mX,5,5,24,20,14,0.7
mX,5,5,25,20,8,0.4
mX,5,5,26,20,0,0
mX,5,5,27,20,2,0.1
mX,5,5,28,20,8,0.4
mX,5,5,29,20,16,0.8
mX,5,5,30,20,NA,NA
tX,6,1,1,30.133333333333333,26,0.8628318584070797
tX,6,1,2,30.133333333333333,31,1.0287610619469028
tX,6,1,3,30.133333333333333,23,0.7632743362831859
tX,6,1,4,30.133333333333333,47,1.5597345132743363
tX,6,1,5,30.133333333333333,26,0.8628318584070797
tX,6,1,6,30.133333333333333,26,0.8628318584070797
tX,6,1,7,30.133333333333333,42,1.3938053097345133
tX,6,1,8,30.133333333333333,32,1.0619469026548674
tX,6,1,9,30.133333333333333,41,1.3606194690265487
tX,6,1,10,30.133333333333333,3,0.09955752212389381
tX,6,1,11,30.133333333333333,45,1.4933628318584071
tX,6,1,12,30.133333333333333,29,0.9623893805309734
tX,6,1,13,30.133333333333333,24,0.7964601769911505
tX,6,1,14,30.133333333333333,23,0.7632743362831859
tX,6,1,15,30.133333333333333,15,0.497787610619469
tX,6,1,16,30.133333333333333,22,0.7300884955752213
tX,6,1,17,30.133333333333333,35,1.1615044247787611
tX,6,1,18,30.133333333333333,13,0.4314159292035398
tX,6,1,19,30.133333333333333,33,1.095132743362832
tX,6,1,20,30.133333333333333,37,1.2278761061946903
tX,6,1,21,30.133333333333333,17,0.5641592920353983
tX,6,1,22,30.133333333333333,23,0.7632743362831859
tX,6,1,23,30.133333333333333,42,1.3938053097345133
tX,6,1,24,30.133333333333333,22,0.7300884955752213
tX,6,1,25,30.133333333333333,14,0.4646017699115044
tX,6,1,26,30.133333333333333,41,1.3606194690265487
tX,6,1,27,30.133333333333333,27,0.8960176991150443
tX,6,1,28,30.133333333333333,42,1.3938053097345133
tX,6,1,29,30.133333333333333,31,1.0287610619469028
tX,6,1,30,30.133333333333333,0,0
tX,6,2,1,13.785714285714285,11,0.7979274611398964
tX,6,2,2,13.785714285714285,0,0
tX,6,2,3,13.785714285714285,0,0
tX,6,2,4,13.785714285714285,13,0.9430051813471503
tX,6,2,5,13.785714285714285,0,0
tX,6,2,6,13.785714285714285,2,0.1450777202072539
tX,6,2,7,13.785714285714285,0,0
tX,6,2,8,13.785714285714285,18,1.3056994818652852
tX,6,2,9,13.785714285714285,13,0.9430051813471503
tX,6,2,10,13.785714285714285,0,0
tX,6,2,11,13.785714285714285,0,0
tX,6,2,12,13.785714285714285,1,0.07253886010362695
tX,6,2,13,13.785714285714285,1,0.07253886010362695
tX,6,2,14,13.785714285714285,14,1.0155440414507773
tX,6,2,15,13.785714285714285,6,0.4352331606217617
tX,6,2,16,13.785714285714285,6,0.4352331606217617
tX,6,2,17,13.785714285714285,12,0.8704663212435234
tX,6,2,18,13.785714285714285,9,0.6528497409326426
tX,6,2,19,13.785714285714285,13,0.9430051813471503
tX,6,2,20,13.785714285714285,13,0.9430051813471503
tX,6,2,21,13.785714285714285,15,1.0880829015544042
tX,6,2,22,13.785714285714285,1,0.07253886010362695
tX,6,2,23,13.785714285714285,1,0.07253886010362695
tX,6,2,24,13.785714285714285,7,0.5077720207253886
tX,6,2,25,13.785714285714285,2,0.1450777202072539
tX,6,2,26,13.785714285714285,7,0.5077720207253886
tX,6,2,27,13.785714285714285,3,0.21761658031088085
tX,6,2,28,13.785714285714285,5,0.3626943005181347
tX,6,2,29,13.785714285714285,NA,NA
tX,6,2,30,13.785714285714285,NA,NA
tX,6,3,1,8.915492957746478,18,2.018957345971564
tX,6,3,2,8.915492957746478,23,2.579778830963665
tX,6,3,3,8.915492957746478,14,1.5703001579778832
tX,6,3,4,8.915492957746478,17,1.906793048973144
tX,6,3,5,8.915492957746478,11,1.2338072669826226
tX,6,3,6,8.915492957746478,12,1.3459715639810428
tX,6,3,7,8.915492957746478,9,1.009478672985782
tX,6,3,8,8.915492957746478,14,1.5703001579778832
tX,6,3,9,8.915492957746478,10,1.1216429699842023
tX,6,3,10,8.915492957746478,16,1.7946287519747237
tX,6,3,11,8.915492957746478,13,1.458135860979463
tX,6,3,12,8.915492957746478,9,1.009478672985782
tX,6,3,13,8.915492957746478,18,2.018957345971564
tX,6,3,14,8.915492957746478,0,0
tX,6,3,15,8.915492957746478,8,0.8973143759873619
tX,6,3,16,8.915492957746478,12,1.3459715639810428
tX,6,3,17,8.915492957746478,0,0
tX,6,3,18,8.915492957746478,4,0.44865718799368093
tX,6,3,19,8.915492957746478,12,1.3459715639810428
tX,6,3,20,8.915492957746478,0,0
tX,6,3,21,8.915492957746478,10,1.1216429699842023
tX,6,3,22,8.915492957746478,15,1.6824644549763035
tX,6,3,23,8.915492957746478,17,1.906793048973144
tX,6,3,24,8.915492957746478,0,0
tX,6,3,25,8.915492957746478,13,1.458135860979463
tX,6,3,26,8.915492957746478,15,1.6824644549763035
tX,6,3,27,8.915492957746478,11,1.2338072669826226
tX,6,3,28,8.915492957746478,27,3.028436018957346
tX,6,3,29,8.915492957746478,4,0.44865718799368093
tX,6,3,30,8.915492957746478,8,0.8973143759873619
tX,6,4,1,31.688888888888894,11,0.34712482468443195
tX,6,4,2,31.688888888888894,20,0.6311360448807853
tX,6,4,3,31.688888888888894,14,0.44179523141654975
tX,6,4,4,31.688888888888894,5,0.15778401122019634
tX,6,4,5,31.688888888888894,16,0.5049088359046282
tX,6,4,6,31.688888888888894,11,0.34712482468443195
tX,6,4,7,31.688888888888894,18,0.5680224403927068
tX,6,4,8,31.688888888888894,7,0.22089761570827487
tX,6,4,9,31.688888888888894,2,0.06311360448807853
tX,6,4,10,31.688888888888894,12,0.3786816269284712
tX,6,4,11,31.688888888888894,11,0.34712482468443195
tX,6,4,12,31.688888888888894,7,0.22089761570827487
tX,6,4,13,31.688888888888894,40,1.2622720897615707
tX,6,4,14,31.688888888888894,7,0.22089761570827487
tX,6,4,15,31.688888888888894,7,0.22089761570827487
tX,6,4,16,31.688888888888894,0,0
tX,6,4,17,31.688888888888894,12,0.3786816269284712
tX,6,4,18,31.688888888888894,0,0
tX,6,4,19,31.688888888888894,16,0.5049088359046282
tX,6,4,20,31.688888888888894,7,0.22089761570827487
tX,6,4,21,31.688888888888894,17,0.5364656381486675
tX,6,4,22,31.688888888888894,15,0.473352033660589
tX,6,4,23,31.688888888888894,9,0.2840112201963534
tX,6,4,24,31.688888888888894,0,0
tX,6,4,25,31.688888888888894,13,0.41023842917251047
tX,6,4,26,31.688888888888894,9,0.2840112201963534
tX,6,4,27,31.688888888888894,10,0.31556802244039267
tX,6,4,28,31.688888888888894,11,0.34712482468443195
tX,6,4,29,31.688888888888894,5,0.15778401122019634
tX,6,4,30,31.688888888888894,10,0.31556802244039267
tX,6,5,1,20,8,0.4
tX,6,5,2,20,0,0
tX,6,5,3,20,35,1.75
tX,6,5,4,20,8,0.4
tX,6,5,5,20,31,1.55
tX,6,5,6,20,1,0.05
tX,6,5,7,20,47,2.35
tX,6,5,8,20,12,0.6
tX,6,5,9,20,27,1.35
tX,6,5,10,20,26,1.3
tX,6,5,11,20,4,0.2
tX,6,5,12,20,32,1.6
tX,6,5,13,20,0,0
tX,6,5,14,20,48,2.4
tX,6,5,15,20,2,0.1
tX,6,5,16,20,2,0.1
tX,6,5,17,20,25,1.25
tX,6,5,18,20,40,2
tX,6,5,19,20,12,0.6
tX,6,5,20,20,35,1.75
tX,6,5,21,20,25,1.25
tX,6,5,22,20,52,2.6
tX,6,5,23,20,2,0.1
tX,6,5,24,20,0,0
tX,6,5,25,20,31,1.55
tX,6,5,26,20,29,1.45
tX,6,5,27,20,1,0.05
tX,6,5,28,20,0,0
tX,6,5,29,20,0,0
tX,6,5,30,20,2,0.1
tX,7,1,1,30.133333333333333,49,1.6261061946902655
tX,7,1,2,30.133333333333333,36,1.1946902654867257
tX,7,1,3,30.133333333333333,29,0.9623893805309734
tX,7,1,4,30.133333333333333,18,0.5973451327433629
tX,7,1,5,30.133333333333333,49,1.6261061946902655
tX,7,1,6,30.133333333333333,51,1.6924778761061947
tX,7,1,7,30.133333333333333,61,2.024336283185841
tX,7,1,8,30.133333333333333,49,1.6261061946902655
tX,7,1,9,30.133333333333333,28,0.9292035398230089
tX,7,1,10,30.133333333333333,16,0.5309734513274337
tX,7,1,11,30.133333333333333,16,0.5309734513274337
tX,7,1,12,30.133333333333333,0,0
tX,7,1,13,30.133333333333333,26,0.8628318584070797
tX,7,1,14,30.133333333333333,41,1.3606194690265487
tX,7,1,15,30.133333333333333,14,0.4646017699115044
tX,7,1,16,30.133333333333333,6,0.19911504424778761
tX,7,1,17,30.133333333333333,0,0
tX,7,1,18,30.133333333333333,0,0
tX,7,1,19,30.133333333333333,29,0.9623893805309734
tX,7,1,20,30.133333333333333,30,0.995575221238938
tX,7,1,21,30.133333333333333,32,1.0619469026548674
tX,7,1,22,30.133333333333333,39,1.2942477876106195
tX,7,1,23,30.133333333333333,37,1.2278761061946903
tX,7,1,24,30.133333333333333,42,1.3938053097345133
tX,7,1,25,30.133333333333333,38,1.261061946902655
tX,7,1,26,30.133333333333333,49,1.6261061946902655
tX,7,1,27,30.133333333333333,39,1.2942477876106195
tX,7,1,28,30.133333333333333,55,1.825221238938053
tX,7,1,29,30.133333333333333,20,0.6637168141592921
tX,7,1,30,30.133333333333333,3,0.09955752212389381
tX,7,2,1,13.785714285714285,7,0.5077720207253886
tX,7,2,2,13.785714285714285,5,0.3626943005181347
tX,7,2,3,13.785714285714285,2,0.1450777202072539
tX,7,2,4,13.785714285714285,0,0
tX,7,2,5,13.785714285714285,0,0
tX,7,2,6,13.785714285714285,13,0.9430051813471503
tX,7,2,7,13.785714285714285,10,0.7253886010362695
tX,7,2,8,13.785714285714285,9,0.6528497409326426
tX,7,2,9,13.785714285714285,9,0.6528497409326426
tX,7,2,10,13.785714285714285,0,0
tX,7,2,11,13.785714285714285,0,0
tX,7,2,12,13.785714285714285,3,0.21761658031088085
tX,7,2,13,13.785714285714285,6,0.4352331606217617
tX,7,2,14,13.785714285714285,1,0.07253886010362695
tX,7,2,15,13.785714285714285,1,0.07253886010362695
tX,7,2,16,13.785714285714285,7,0.5077720207253886
tX,7,2,17,13.785714285714285,4,0.2901554404145078
tX,7,2,18,13.785714285714285,1,0.07253886010362695
tX,7,2,19,13.785714285714285,13,0.9430051813471503
tX,7,2,20,13.785714285714285,0,0
tX,7,2,21,13.785714285714285,9,0.6528497409326426
tX,7,2,22,13.785714285714285,18,1.3056994818652852
tX,7,2,23,13.785714285714285,11,0.7979274611398964
tX,7,2,24,13.785714285714285,8,0.5803108808290156
tX,7,2,25,13.785714285714285,19,1.378238341968912
tX,7,2,26,13.785714285714285,1,0.07253886010362695
tX,7,2,27,13.785714285714285,8,0.5803108808290156
