genotype,pop,timepoint,replicate,control_ave,n_adults,productivity_normalised
tX,7,2,28,13.785714285714285,5,0.3626943005181347
tX,7,2,29,13.785714285714285,0,0
tX,7,2,30,13.785714285714285,NA,NA
tX,7,3,1,8.915492957746478,19,2.131121642969984
tX,7,3,2,8.915492957746478,14,1.5703001579778832
tX,7,3,3,8.915492957746478,6,0.6729857819905214
tX,7,3,4,8.915492957746478,8,0.8973143759873619
tX,7,3,5,8.915492957746478,14,1.5703001579778832
tX,7,3,6,8.915492957746478,20,2.2432859399684046
tX,7,3,7,8.915492957746478,16,1.7946287519747237
tX,7,3,8,8.915492957746478,6,0.6729857819905214
tX,7,3,9,8.915492957746478,6,0.6729857819905214
tX,7,3,10,8.915492957746478,14,1.5703001579778832
tX,7,3,11,8.915492957746478,8,0.8973143759873619
tX,7,3,12,8.915492957746478,13,1.458135860979463
tX,7,3,13,8.915492957746478,9,1.009478672985782
tX,7,3,14,8.915492957746478,8,0.8973143759873619
tX,7,3,15,8.915492957746478,16,1.7946287519747237
tX,7,3,16,8.915492957746478,6,0.6729857819905214
tX,7,3,17,8.915492957746478,8,0.8973143759873619
tX,7,3,18,8.915492957746478,0,0
tX,7,3,19,8.915492957746478,8,0.8973143759873619
tX,7,3,20,8.915492957746478,4,0.44865718799368093
tX,7,3,21,8.915492957746478,0,0
tX,7,3,22,8.915492957746478,9,1.009478672985782
tX,7,3,23,8.915492957746478,9,1.009478672985782
tX,7,3,24,8.915492957746478,8,0.8973143759873619
tX,7,3,25,8.915492957746478,15,1.6824644549763035
tX,7,3,26,8.915492957746478,18,2.018957345971564
tX,7,3,27,8.915492957746478,16,1.7946287519747237
tX,7,3,28,8.915492957746478,13,1.458135860979463
tX,7,3,29,8.915492957746478,NA,NA
tX,7,3,30,8.915492957746478,NA,NA
tX,7,4,1,31.688888888888894,35,1.1044880785413742
tX,7,4,2,31.688888888888894,35,1.1044880785413742
tX,7,4,3,31.688888888888894,40,1.2622720897615707
tX,7,4,4,31.688888888888894,40,1.2622720897615707
tX,7,4,5,31.688888888888894,45,1.420056100981767
tX,7,4,6,31.688888888888894,33,1.0413744740532958
tX,7,4,7,31.688888888888894,24,0.7573632538569424
tX,7,4,8,31.688888888888894,45,1.420056100981767
tX,7,4,9,31.688888888888894,0,0
tX,7,4,10,31.688888888888894,44,1.3884992987377278
tX,7,4,11,31.688888888888894,60,1.893408134642356
tX,7,4,12,31.688888888888894,53,1.6725105189340812
tX,7,4,13,31.688888888888894,33,1.0413744740532958
tX,7,4,14,31.688888888888894,54,1.7040673211781203
tX,7,4,15,31.688888888888894,68,2.14586255259467
tX,7,4,16,31.688888888888894,53,1.6725105189340812
tX,7,4,17,31.688888888888894,66,2.0827489481065915
tX,7,4,18,31.688888888888894,51,1.6093969144460025
tX,7,4,19,31.688888888888894,54,1.7040673211781203
tX,7,4,20,31.688888888888894,56,1.767180925666199
tX,7,4,21,31.688888888888894,55,1.7356241234221597
tX,7,4,22,31.688888888888894,52,1.6409537166900419
tX,7,4,23,31.688888888888894,51,1.6093969144460025
tX,7,4,24,31.688888888888894,48,1.5147265077138847
tX,7,4,25,31.688888888888894,60,1.893408134642356
tX,7,4,26,31.688888888888894,64,2.019635343618513
tX,7,4,27,31.688888888888894,47,1.4831697054698456
tX,7,4,28,31.688888888888894,37,1.1676016830294529
tX,7,4,29,31.688888888888894,52,1.6409537166900419
tX,7,4,30,31.688888888888894,47,1.4831697054698456
tX,7,5,1,20,18,0.9
tX,7,5,2,20,0,0
tX,7,5,3,20,31,1.55
tX,7,5,4,20,39,1.95
tX,7,5,5,20,0,0
tX,7,5,6,20,0,0
tX,7,5,7,20,2,0.1
tX,7,5,8,20,57,2.85
tX,7,5,9,20,16,0.8
tX,7,5,10,20,2,0.1
tX,7,5,11,20,36,1.8
tX,7,5,12,20,15,0.75
tX,7,5,13,20,0,0
tX,7,5,14,20,12,0.6
tX,7,5,15,20,0,0
tX,7,5,16,20,33,1.65
tX,7,5,17,20,0,0
tX,7,5,18,20,13,0.65
tX,7,5,19,20,31,1.55
tX,7,5,20,20,19,0.95
tX,7,5,21,20,6,0.3
tX,7,5,22,20,0,0
tX,7,5,23,20,11,0.55
tX,7,5,24,20,10,0.5
tX,7,5,25,20,19,0.95
tX,7,5,26,20,9,0.45
tX,7,5,27,20,33,1.65
tX,7,5,28,20,0,0
tX,7,5,29,20,14,0.7
tX,7,5,30,20,0,0
tX,8,1,1,30.133333333333333,46,1.5265486725663717
tX,8,1,2,30.133333333333333,36,1.1946902654867257
tX,8,1,3,30.133333333333333,39,1.2942477876106195
tX,8,1,4,30.133333333333333,51,1.6924778761061947
tX,8,1,5,30.133333333333333,6,0.19911504424778761
tX,8,1,6,30.133333333333333,40,1.3274336283185841
tX,8,1,7,30.133333333333333,19,0.6305309734513275
tX,8,1,8,30.133333333333333,24,0.7964601769911505
tX,8,1,9,30.133333333333333,3,0.09955752212389381
tX,8,1,10,30.133333333333333,56,1.8584070796460177
tX,8,1,11,30.133333333333333,41,1.3606194690265487
tX,8,1,12,30.133333333333333,32,1.0619469026548674
tX,8,1,13,30.133333333333333,7,0.2323008849557522
tX,8,1,14,30.133333333333333,32,1.0619469026548674
tX,8,1,15,30.133333333333333,33,1.095132743362832
tX,8,1,16,30.133333333333333,1,0.033185840707964605
tX,8,1,17,30.133333333333333,11,0.36504424778761063
tX,8,1,18,30.133333333333333,0,0
tX,8,1,19,30.133333333333333,32,1.0619469026548674
tX,8,1,20,30.133333333333333,30,0.995575221238938
tX,8,1,21,30.133333333333333,37,1.2278761061946903
tX,8,1,22,30.133333333333333,43,1.426991150442478
tX,8,1,23,30.133333333333333,41,1.3606194690265487
tX,8,1,24,30.133333333333333,0,0
tX,8,1,25,30.133333333333333,27,0.8960176991150443
tX,8,1,26,30.133333333333333,31,1.0287610619469028
tX,8,1,27,30.133333333333333,40,1.3274336283185841
tX,8,1,28,30.133333333333333,45,1.4933628318584071
tX,8,1,29,30.133333333333333,19,0.6305309734513275
tX,8,1,30,30.133333333333333,35,1.1615044247787611
tX,8,2,1,13.785714285714285,9,0.6528497409326426
tX,8,2,2,13.785714285714285,0,0
tX,8,2,3,13.785714285714285,0,0
tX,8,2,4,13.785714285714285,3,0.21761658031088085
tX,8,2,5,13.785714285714285,13,0.9430051813471503
tX,8,2,6,13.785714285714285,0,0
tX,8,2,7,13.785714285714285,10,0.7253886010362695
tX,8,2,8,13.785714285714285,10,0.7253886010362695
tX,8,2,9,13.785714285714285,19,1.378238341968912
tX,8,2,10,13.785714285714285,10,0.7253886010362695
tX,8,2,11,13.785714285714285,8,0.5803108808290156
tX,8,2,12,13.785714285714285,11,0.7979274611398964
tX,8,2,13,13.785714285714285,3,0.21761658031088085
tX,8,2,14,13.785714285714285,16,1.1606217616580312
tX,8,2,15,13.785714285714285,4,0.2901554404145078
tX,8,2,16,13.785714285714285,2,0.1450777202072539
tX,8,2,17,13.785714285714285,0,0
tX,8,2,18,13.785714285714285,6,0.4352331606217617
tX,8,2,19,13.785714285714285,0,0
tX,8,2,20,13.785714285714285,4,0.2901554404145078
tX,8,2,21,13.785714285714285,2,0.1450777202072539
tX,8,2,22,13.785714285714285,14,1.0155440414507773
tX,8,2,23,13.785714285714285,8,0.5803108808290156
tX,8,2,24,13.785714285714285,4,0.2901554404145078
tX,8,2,25,13.785714285714285,13,0.9430051813471503
tX,8,2,26,13.785714285714285,2,0.1450777202072539
tX,8,2,27,13.785714285714285,15,1.0880829015544042
tX,8,2,28,13.785714285714285,14,1.0155440414507773
tX,8,2,29,13.785714285714285,11,0.7979274611398964
tX,8,2,30,13.785714285714285,NA,NA
tX,8,3,1,8.915492957746478,10,1.1216429699842023
tX,8,3,2,8.915492957746478,12,1.3459715639810428
tX,8,3,3,8.915492957746478,19,2.131121642969984
tX,8,3,4,8.915492957746478,0,0
tX,8,3,5,8.915492957746478,19,2.131121642969984
tX,8,3,6,8.915492957746478,21,2.3554502369668247
tX,8,3,7,8.915492957746478,1,0.11216429699842023
tX,8,3,8,8.915492957746478,13,1.458135860979463
tX,8,3,9,8.915492957746478,6,0.6729857819905214
tX,8,3,10,8.915492957746478,13,1.458135860979463
tX,8,3,11,8.915492957746478,5,0.5608214849921012
tX,8,3,12,8.915492957746478,10,1.1216429699842023
tX,8,3,13,8.915492957746478,13,1.458135860979463
tX,8,3,14,8.915492957746478,1,0.11216429699842023
tX,8,3,15,8.915492957746478,2,0.22432859399684046
tX,8,3,16,8.915492957746478,12,1.3459715639810428
tX,8,3,17,8.915492957746478,15,1.6824644549763035
tX,8,3,18,8.915492957746478,8,0.8973143759873619
tX,8,3,19,8.915492957746478,8,0.8973143759873619
tX,8,3,20,8.915492957746478,0,0
tX,8,3,21,8.915492957746478,12,1.3459715639810428
tX,8,3,22,8.915492957746478,0,0
tX,8,3,23,8.915492957746478,5,0.5608214849921012
tX,8,3,24,8.915492957746478,3,0.3364928909952607
tX,8,3,25,8.915492957746478,13,1.458135860979463
tX,8,3,26,8.915492957746478,18,2.018957345971564
tX,8,3,27,8.915492957746478,11,1.2338072669826226
tX,8,3,28,8.915492957746478,14,1.5703001579778832
tX,8,3,29,8.915492957746478,NA,NA
tX,8,3,30,8.915492957746478,NA,NA
tX,8,4,1,31.688888888888894,42,1.3253856942496491
tX,8,4,2,31.688888888888894,30,0.946704067321178
tX,8,4,3,31.688888888888894,9,0.2840112201963534
tX,8,4,4,31.688888888888894,51,1.6093969144460025
tX,8,4,5,31.688888888888894,29,0.9151472650771387
tX,8,4,6,31.688888888888894,22,0.6942496493688639
tX,8,4,7,31.688888888888894,26,0.8204768583450209
tX,8,4,8,31.688888888888894,50,1.5778401122019634
tX,8,4,9,31.688888888888894,44,1.3884992987377278
tX,8,4,10,31.688888888888894,33,1.0413744740532958
tX,8,4,11,31.688888888888894,46,1.4516129032258063
tX,8,4,12,31.688888888888894,53,1.6725105189340812
tX,8,4,13,31.688888888888894,55,1.7356241234221597
tX,8,4,14,31.688888888888894,24,0.7573632538569424
tX,8,4,15,31.688888888888894,32,1.0098176718092564
tX,8,4,16,31.688888888888894,51,1.6093969144460025
tX,8,4,17,31.688888888888894,0,0
tX,8,4,18,31.688888888888894,37,1.1676016830294529
tX,8,4,19,31.688888888888894,46,1.4516129032258063
tX,8,4,20,31.688888888888894,37,1.1676016830294529
tX,8,4,21,31.688888888888894,50,1.5778401122019634
tX,8,4,22,31.688888888888894,41,1.2938288920056098
tX,8,4,23,31.688888888888894,43,1.3569424964936885
tX,8,4,24,31.688888888888894,51,1.6093969144460025
tX,8,4,25,31.688888888888894,34,1.072931276297335
tX,8,4,26,31.688888888888894,52,1.6409537166900419
tX,8,4,27,31.688888888888894,45,1.420056100981767
tX,8,4,28,31.688888888888894,60,1.893408134642356
tX,8,4,29,31.688888888888894,44,1.3884992987377278
tX,8,4,30,31.688888888888894,44,1.3884992987377278
tX,8,5,1,20,48,2.4
tX,8,5,2,20,1,0.05
tX,8,5,3,20,5,0.25
tX,8,5,4,20,30,1.5
tX,8,5,5,20,0,0
tX,8,5,6,20,26,1.3
tX,8,5,7,20,0,0
tX,8,5,8,20,0,0
tX,8,5,9,20,30,1.5
tX,8,5,10,20,6,0.3
tX,8,5,11,20,19,0.95
tX,8,5,12,20,0,0
tX,8,5,13,20,22,1.1
tX,8,5,14,20,37,1.85
tX,8,5,15,20,0,0
tX,8,5,16,20,1,0.05
tX,8,5,17,20,11,0.55
tX,8,5,18,20,1,0.05
tX,8,5,19,20,7,0.35
tX,8,5,20,20,23,1.15
tX,8,5,21,20,33,1.65
tX,8,5,22,20,29,1.45
tX,8,5,23,20,0,0
tX,8,5,24,20,0,0
tX,8,5,25,20,0,0
tX,8,5,26,20,27,1.35
tX,8,5,27,20,0,0
tX,8,5,28,20,43,2.15
tX,8,5,29,20,22,1.1
tX,8,5,30,20,11,0.55
tX,9,1,1,30.133333333333333,41,1.3606194690265487
tX,9,1,2,30.133333333333333,4,0.13274336283185842
tX,9,1,3,30.133333333333333,44,1.4601769911504425
tX,9,1,4,30.133333333333333,24,0.7964601769911505
tX,9,1,5,30.133333333333333,18,0.5973451327433629
tX,9,1,6,30.133333333333333,15,0.497787610619469
tX,9,1,7,30.133333333333333,38,1.261061946902655
tX,9,1,8,30.133333333333333,35,1.1615044247787611
tX,9,1,9,30.133333333333333,44,1.4601769911504425
tX,9,1,10,30.133333333333333,45,1.4933628318584071
tX,9,1,11,30.133333333333333,23,0.7632743362831859
tX,9,1,12,30.133333333333333,41,1.3606194690265487
tX,9,1,13,30.133333333333333,12,0.39823008849557523
tX,9,1,14,30.133333333333333,0,0
tX,9,1,15,30.133333333333333,11,0.36504424778761063
tX,9,1,16,30.133333333333333,32,1.0619469026548674
tX,9,1,17,30.133333333333333,2,0.06637168141592921
tX,9,1,18,30.133333333333333,60,1.991150442477876
tX,9,1,19,30.133333333333333,63,2.09070796460177
tX,9,1,20,30.133333333333333,42,1.3938053097345133
tX,9,1,21,30.133333333333333,48,1.592920353982301
tX,9,1,22,30.133333333333333,35,1.1615044247787611
tX,9,1,23,30.133333333333333,23,0.7632743362831859
tX,9,1,24,30.133333333333333,14,0.4646017699115044
tX,9,1,25,30.133333333333333,37,1.2278761061946903
tX,9,1,26,30.133333333333333,41,1.3606194690265487
tX,9,1,27,30.133333333333333,18,0.5973451327433629
tX,9,1,28,30.133333333333333,14,0.4646017699115044
tX,9,1,29,30.133333333333333,31,1.0287610619469028
tX,9,1,30,30.133333333333333,7,0.2323008849557522
tX,9,2,1,13.785714285714285,10,0.7253886010362695
tX,9,2,2,13.785714285714285,6,0.4352331606217617
tX,9,2,3,13.785714285714285,5,0.3626943005181347
tX,9,2,4,13.785714285714285,2,0.1450777202072539
tX,9,2,5,13.785714285714285,6,0.4352331606217617
tX,9,2,6,13.785714285714285,1,0.07253886010362695
tX,9,2,7,13.785714285714285,4,0.2901554404145078
tX,9,2,8,13.785714285714285,9,0.6528497409326426
tX,9,2,9,13.785714285714285,14,1.0155440414507773
tX,9,2,10,13.785714285714285,0,0
tX,9,2,11,13.785714285714285,0,0
tX,9,2,12,13.785714285714285,5,0.3626943005181347
tX,9,2,13,13.785714285714285,0,0
tX,9,2,14,13.785714285714285,7,0.5077720207253886
tX,9,2,15,13.785714285714285,0,0
tX,9,2,16,13.785714285714285,9,0.6528497409326426
tX,9,2,17,13.785714285714285,8,0.5803108808290156
tX,9,2,18,13.785714285714285,5,0.3626943005181347
tX,9,2,19,13.785714285714285,4,0.2901554404145078
tX,9,2,20,13.785714285714285,0,0
tX,9,2,21,13.785714285714285,2,0.1450777202072539
tX,9,2,22,13.785714285714285,5,0.3626943005181347
tX,9,2,23,13.785714285714285,0,0
tX,9,2,24,13.785714285714285,8,0.5803108808290156
tX,9,2,25,13.785714285714285,1,0.07253886010362695
tX,9,2,26,13.785714285714285,6,0.4352331606217617
tX,9,2,27,13.785714285714285,6,0.4352331606217617
tX,9,2,28,13.785714285714285,1,0.07253886010362695
tX,9,2,29,13.785714285714285,1,0.07253886010362695
tX,9,2,30,13.785714285714285,NA,NA
tX,9,3,1,8.915492957746478,11,1.2338072669826226
tX,9,3,2,8.915492957746478,12,1.3459715639810428
tX,9,3,3,8.915492957746478,21,2.3554502369668247
tX,9,3,4,8.915492957746478,13,1.458135860979463
tX,9,3,5,8.915492957746478,8,0.8973143759873619
tX,9,3,6,8.915492957746478,12,1.3459715639810428
tX,9,3,7,8.915492957746478,2,0.22432859399684046
tX,9,3,8,8.915492957746478,1,0.11216429699842023
tX,9,3,9,8.915492957746478,7,0.7851500789889416
tX,9,3,10,8.915492957746478,38,4.262243285939968
tX,9,3,11,8.915492957746478,3,0.3364928909952607
tX,9,3,12,8.915492957746478,13,1.458135860979463
tX,9,3,13,8.915492957746478,6,0.6729857819905214
tX,9,3,14,8.915492957746478,12,1.3459715639810428
tX,9,3,15,8.915492957746478,1,0.11216429699842023
tX,9,3,16,8.915492957746478,7,0.7851500789889416
tX,9,3,17,8.915492957746478,0,0
tX,9,3,18,8.915492957746478,9,1.009478672985782
tX,9,3,19,8.915492957746478,18,2.018957345971564
tX,9,3,20,8.915492957746478,8,0.8973143759873619
tX,9,3,21,8.915492957746478,18,2.018957345971564
tX,9,3,22,8.915492957746478,3,0.3364928909952607
tX,9,3,23,8.915492957746478,0,0
tX,9,3,24,8.915492957746478,0,0
tX,9,3,25,8.915492957746478,16,1.7946287519747237
tX,9,3,26,8.915492957746478,1,0.11216429699842023
tX,9,3,27,8.915492957746478,NA,NA
tX,9,3,28,8.915492957746478,NA,NA
tX,9,3,29,8.915492957746478,NA,NA
tX,9,3,30,8.915492957746478,NA,NA
tX,9,4,1,31.688888888888894,16,0.5049088359046282
tX,9,4,2,31.688888888888894,14,0.44179523141654975
tX,9,4,3,31.688888888888894,16,0.5049088359046282
tX,9,4,4,31.688888888888894,23,0.7258064516129031
tX,9,4,5,31.688888888888894,17,0.5364656381486675
tX,9,4,6,31.688888888888894,0,0
tX,9,4,7,31.688888888888894,9,0.2840112201963534
tX,9,4,8,31.688888888888894,15,0.473352033660589
tX,9,4,9,31.688888888888894,0,0
tX,9,4,10,31.688888888888894,0,0
tX,9,4,11,31.688888888888894,11,0.34712482468443195
tX,9,4,12,31.688888888888894,18,0.5680224403927068
tX,9,4,13,31.688888888888894,4,0.12622720897615705
tX,9,4,14,31.688888888888894,20,0.6311360448807853
tX,9,4,15,31.688888888888894,26,0.8204768583450209
tX,9,4,16,31.688888888888894,26,0.8204768583450209
tX,9,4,17,31.688888888888894,27,0.8520336605890602
tX,9,4,18,31.688888888888894,11,0.34712482468443195
tX,9,4,19,31.688888888888894,16,0.5049088359046282
tX,9,4,20,31.688888888888894,23,0.7258064516129031
tX,9,4,21,31.688888888888894,8,0.2524544179523141
tX,9,4,22,31.688888888888894,9,0.2840112201963534
tX,9,4,23,31.688888888888894,10,0.31556802244039267
tX,9,4,24,31.688888888888894,9,0.2840112201963534
tX,9,4,25,31.688888888888894,15,0.473352033660589
tX,9,4,26,31.688888888888894,15,0.473352033660589
tX,9,4,27,31.688888888888894,20,0.6311360448807853
tX,9,4,28,31.688888888888894,0,0
tX,9,4,29,31.688888888888894,12,0.3786816269284712
tX,9,4,30,31.688888888888894,14,0.44179523141654975
tX,9,5,1,20,34,1.7
tX,9,5,2,20,18,0.9
tX,9,5,3,20,23,1.15
tX,9,5,4,20,35,1.75
tX,9,5,5,20,32,1.6
tX,9,5,6,20,14,0.7
tX,9,5,7,20,8,0.4
tX,9,5,8,20,31,1.55
tX,9,5,9,20,2,0.1
tX,9,5,10,20,12,0.6
tX,9,5,11,20,19,0.95
tX,9,5,12,20,23,1.15
tX,9,5,13,20,22,1.1
tX,9,5,14,20,16,0.8
tX,9,5,15,20,38,1.9
tX,9,5,16,20,7,0.35
tX,9,5,17,20,11,0.55
tX,9,5,18,20,0,0
tX,9,5,19,20,32,1.6
tX,9,5,20,20,29,1.45
tX,9,5,21,20,0,0
tX,9,5,22,20,0,0
tX,9,5,23,20,0,0
tX,9,5,24,20,2,0.1
tX,9,5,25,20,53,2.65
tX,9,5,26,20,10,0.5
tX,9,5,27,20,23,1.15
tX,9,5,28,20,1,0.05
tX,9,5,29,20,1,0.05
tX,9,5,30,20,1,0.05
tX,10,1,1,30.133333333333333,8,0.26548672566371684
tX,10,1,2,30.133333333333333,25,0.8296460176991151
tX,10,1,3,30.133333333333333,35,1.1615044247787611
tX,10,1,4,30.133333333333333,29,0.9623893805309734
tX,10,1,5,30.133333333333333,7,0.2323008849557522
tX,10,1,6,30.133333333333333,34,1.1283185840707965
tX,10,1,7,30.133333333333333,14,0.4646017699115044
tX,10,1,8,30.133333333333333,0,0
tX,10,1,9,30.133333333333333,36,1.1946902654867257
tX,10,1,10,30.133333333333333,19,0.6305309734513275
tX,10,1,11,30.133333333333333,3,0.09955752212389381
tX,10,1,12,30.133333333333333,27,0.8960176991150443
tX,10,1,13,30.133333333333333,33,1.095132743362832
tX,10,1,14,30.133333333333333,18,0.5973451327433629
tX,10,1,15,30.133333333333333,39,1.2942477876106195
tX,10,1,16,30.133333333333333,20,0.6637168141592921
tX,10,1,17,30.133333333333333,28,0.9292035398230089
tX,10,1,18,30.133333333333333,24,0.7964601769911505
tX,10,1,19,30.133333333333333,40,1.3274336283185841
tX,10,1,20,30.133333333333333,29,0.9623893805309734
tX,10,1,21,30.133333333333333,37,1.2278761061946903
tX,10,1,22,30.133333333333333,21,0.6969026548672567
tX,10,1,23,30.133333333333333,34,1.1283185840707965
tX,10,1,24,30.133333333333333,25,0.8296460176991151
tX,10,1,25,30.133333333333333,21,0.6969026548672567
tX,10,1,26,30.133333333333333,17,0.5641592920353983
tX,10,1,27,30.133333333333333,21,0.6969026548672567
tX,10,1,28,30.133333333333333,2,0.06637168141592921
tX,10,1,29,30.133333333333333,22,0.7300884955752213
tX,10,1,30,30.133333333333333,25,0.8296460176991151
tX,10,2,1,13.785714285714285,8,0.5803108808290156
tX,10,2,2,13.785714285714285,12,0.8704663212435234
tX,10,2,3,13.785714285714285,2,0.1450777202072539
tX,10,2,4,13.785714285714285,13,0.9430051813471503
tX,10,2,5,13.785714285714285,13,0.9430051813471503
tX,10,2,6,13.785714285714285,5,0.3626943005181347
