genotype,pop,timepoint,replicate,control_ave,n_adults,productivity_normalised
tX,10,2,7,13.785714285714285,0,0
tX,10,2,8,13.785714285714285,1,0.07253886010362695
tX,10,2,9,13.785714285714285,1,0.07253886010362695
tX,10,2,10,13.785714285714285,5,0.3626943005181347
tX,10,2,11,13.785714285714285,5,0.3626943005181347
tX,10,2,12,13.785714285714285,0,0
tX,10,2,13,13.785714285714285,17,1.2331606217616582
tX,10,2,14,13.785714285714285,5,0.3626943005181347
tX,10,2,15,13.785714285714285,1,0.07253886010362695
tX,10,2,16,13.785714285714285,0,0
tX,10,2,17,13.785714285714285,2,0.1450777202072539
tX,10,2,18,13.785714285714285,6,0.4352331606217617
tX,10,2,19,13.785714285714285,2,0.1450777202072539
tX,10,2,20,13.785714285714285,0,0
tX,10,2,21,13.785714285714285,1,0.07253886010362695
tX,10,2,22,13.785714285714285,0,0
tX,10,2,23,13.785714285714285,9,0.6528497409326426
tX,10,2,24,13.785714285714285,12,0.8704663212435234
tX,10,2,25,13.785714285714285,0,0
tX,10,2,26,13.785714285714285,9,0.6528497409326426
tX,10,2,27,13.785714285714285,11,0.7979274611398964
tX,10,2,28,13.785714285714285,13,0.9430051813471503
tX,10,2,29,13.785714285714285,NA,NA
tX,10,2,30,13.785714285714285,NA,NA
tX,10,3,1,8.915492957746478,9,1.009478672985782
tX,10,3,2,8.915492957746478,13,1.458135860979463
tX,10,3,3,8.915492957746478,12,1.3459715639810428
tX,10,3,4,8.915492957746478,1,0.11216429699842023
tX,10,3,5,8.915492957746478,8,0.8973143759873619
tX,10,3,6,8.915492957746478,16,1.7946287519747237
tX,10,3,7,8.915492957746478,2,0.22432859399684046
tX,10,3,8,8.915492957746478,6,0.6729857819905214
tX,10,3,9,8.915492957746478,13,1.458135860979463
tX,10,3,10,8.915492957746478,14,1.5703001579778832
tX,10,3,11,8.915492957746478,15,1.6824644549763035
tX,10,3,12,8.915492957746478,19,2.131121642969984
tX,10,3,13,8.915492957746478,12,1.3459715639810428
tX,10,3,14,8.915492957746478,0,0
tX,10,3,15,8.915492957746478,10,1.1216429699842023
tX,10,3,16,8.915492957746478,2,0.22432859399684046
tX,10,3,17,8.915492957746478,12,1.3459715639810428
tX,10,3,18,8.915492957746478,16,1.7946287519747237
tX,10,3,19,8.915492957746478,1,0.11216429699842023
tX,10,3,20,8.915492957746478,10,1.1216429699842023
tX,10,3,21,8.915492957746478,8,0.8973143759873619
tX,10,3,22,8.915492957746478,11,1.2338072669826226
tX,10,3,23,8.915492957746478,14,1.5703001579778832
tX,10,3,24,8.915492957746478,13,1.458135860979463
tX,10,3,25,8.915492957746478,14,1.5703001579778832
tX,10,3,26,8.915492957746478,16,1.7946287519747237
tX,10,3,27,8.915492957746478,NA,NA
tX,10,3,28,8.915492957746478,NA,NA
tX,10,3,29,8.915492957746478,NA,NA
tX,10,3,30,8.915492957746478,NA,NA
tX,10,4,1,31.688888888888894,10,0.31556802244039267
tX,10,4,2,31.688888888888894,8,0.2524544179523141
tX,10,4,3,31.688888888888894,5,0.15778401122019634
tX,10,4,4,31.688888888888894,1,0.03155680224403926
tX,10,4,5,31.688888888888894,13,0.41023842917251047
tX,10,4,6,31.688888888888894,NA,NA
tX,10,4,7,31.688888888888894,1,0.03155680224403926
tX,10,4,8,31.688888888888894,9,0.2840112201963534
tX,10,4,9,31.688888888888894,0,0
tX,10,4,10,31.688888888888894,10,0.31556802244039267
tX,10,4,11,31.688888888888894,21,0.6626928471248246
tX,10,4,12,31.688888888888894,28,0.8835904628330995
tX,10,4,13,31.688888888888894,20,0.6311360448807853
tX,10,4,14,31.688888888888894,23,0.7258064516129031
tX,10,4,15,31.688888888888894,20,0.6311360448807853
tX,10,4,16,31.688888888888894,12,0.3786816269284712
tX,10,4,17,31.688888888888894,10,0.31556802244039267
tX,10,4,18,31.688888888888894,13,0.41023842917251047
tX,10,4,19,31.688888888888894,12,0.3786816269284712
tX,10,4,20,31.688888888888894,9,0.2840112201963534
tX,10,4,21,31.688888888888894,16,0.5049088359046282
tX,10,4,22,31.688888888888894,17,0.5364656381486675
tX,10,4,23,31.688888888888894,9,0.2840112201963534
tX,10,4,24,31.688888888888894,15,0.473352033660589
tX,10,4,25,31.688888888888894,9,0.2840112201963534
tX,10,4,26,31.688888888888894,13,0.41023842917251047
tX,10,4,27,31.688888888888894,9,0.2840112201963534
tX,10,4,28,31.688888888888894,7,0.22089761570827487
tX,10,4,29,31.688888888888894,28,0.8835904628330995
tX,10,4,30,31.688888888888894,26,0.8204768583450209
tX,10,5,1,20,1,0.05
tX,10,5,2,20,4,0.2
tX,10,5,3,20,16,0.8
tX,10,5,4,20,10,0.5
tX,10,5,5,20,15,0.75
tX,10,5,6,20,8,0.4
tX,10,5,7,20,0,0
tX,10,5,8,20,11,0.55
tX,10,5,9,20,9,0.45
tX,10,5,10,20,1,0.05
tX,10,5,11,20,10,0.5
tX,10,5,12,20,11,0.55
tX,10,5,13,20,18,0.9
tX,10,5,14,20,3,0.15
tX,10,5,15,20,9,0.45
tX,10,5,16,20,0,0
tX,10,5,17,20,16,0.8
tX,10,5,18,20,0,0
tX,10,5,19,20,0,0
tX,10,5,20,20,6,0.3
tX,10,5,21,20,0,0
tX,10,5,22,20,9,0.45
tX,10,5,23,20,1,0.05
tX,10,5,24,20,13,0.65
tX,10,5,25,20,0,0
tX,10,5,26,20,0,0
tX,10,5,27,20,5,0.25
tX,10,5,28,20,1,0.05
tX,10,5,29,20,26,1.3
tX,10,5,30,20,26,1.3
tT,14,1,1,30.133333333333333,29,0.9623893805309734
tT,14,1,2,30.133333333333333,11,0.36504424778761063
tT,14,1,3,30.133333333333333,3,0.09955752212389381
tT,14,1,4,30.133333333333333,14,0.4646017699115044
tT,14,1,5,30.133333333333333,20,0.6637168141592921
tT,14,1,6,30.133333333333333,14,0.4646017699115044
tT,14,1,7,30.133333333333333,16,0.5309734513274337
tT,14,1,8,30.133333333333333,0,0
tT,14,1,9,30.133333333333333,7,0.2323008849557522
tT,14,1,10,30.133333333333333,8,0.26548672566371684
tT,14,1,11,30.133333333333333,28,0.9292035398230089
tT,14,1,12,30.133333333333333,33,1.095132743362832
tT,14,1,13,30.133333333333333,0,0
tT,14,1,14,30.133333333333333,43,1.426991150442478
tT,14,1,15,30.133333333333333,17,0.5641592920353983
tT,14,1,16,30.133333333333333,34,1.1283185840707965
tT,14,1,17,30.133333333333333,27,0.8960176991150443
tT,14,1,18,30.133333333333333,21,0.6969026548672567
tT,14,1,19,30.133333333333333,33,1.095132743362832
tT,14,1,20,30.133333333333333,19,0.6305309734513275
tT,14,1,21,30.133333333333333,20,0.6637168141592921
tT,14,1,22,30.133333333333333,13,0.4314159292035398
tT,14,1,23,30.133333333333333,31,1.0287610619469028
tT,14,1,24,30.133333333333333,16,0.5309734513274337
tT,14,1,25,30.133333333333333,19,0.6305309734513275
tT,14,1,26,30.133333333333333,25,0.8296460176991151
tT,14,1,27,30.133333333333333,13,0.4314159292035398
tT,14,1,28,30.133333333333333,38,1.261061946902655
tT,14,1,29,30.133333333333333,31,1.0287610619469028
tT,14,1,30,30.133333333333333,31,1.0287610619469028
tT,14,2,1,13.785714285714285,49,3.5544041450777204
tT,14,2,2,13.785714285714285,30,2.1761658031088085
tT,14,2,3,13.785714285714285,0,0
tT,14,2,4,13.785714285714285,47,3.4093264248704664
tT,14,2,5,13.785714285714285,40,2.901554404145078
tT,14,2,6,13.785714285714285,0,0
tT,14,2,7,13.785714285714285,28,2.0310880829015545
tT,14,2,8,13.785714285714285,11,0.7979274611398964
tT,14,2,9,13.785714285714285,3,0.21761658031088085
tT,14,2,10,13.785714285714285,19,1.378238341968912
tT,14,2,11,13.785714285714285,33,2.393782383419689
tT,14,2,12,13.785714285714285,58,4.207253886010363
tT,14,2,13,13.785714285714285,22,1.5958549222797929
tT,14,2,14,13.785714285714285,42,3.0466321243523318
tT,14,2,15,13.785714285714285,22,1.5958549222797929
tT,14,2,16,13.785714285714285,37,2.683937823834197
tT,14,2,17,13.785714285714285,21,1.5233160621761659
tT,14,2,18,13.785714285714285,0,0
tT,14,2,19,13.785714285714285,29,2.1036269430051817
tT,14,2,20,13.785714285714285,5,0.3626943005181347
tT,14,2,21,13.785714285714285,37,2.683937823834197
tT,14,2,22,13.785714285714285,30,2.1761658031088085
tT,14,2,23,13.785714285714285,24,1.7409326424870468
tT,14,2,24,13.785714285714285,24,1.7409326424870468
tT,14,2,25,13.785714285714285,45,3.2642487046632125
tT,14,2,26,13.785714285714285,29,2.1036269430051817
tT,14,2,27,13.785714285714285,13,0.9430051813471503
tT,14,2,28,13.785714285714285,33,2.393782383419689
tT,14,2,29,13.785714285714285,26,1.8860103626943006
tT,14,2,30,13.785714285714285,NA,NA
tT,14,3,1,8.915492957746478,13,1.458135860979463
tT,14,3,2,8.915492957746478,11,1.2338072669826226
tT,14,3,3,8.915492957746478,7,0.7851500789889416
tT,14,3,4,8.915492957746478,19,2.131121642969984
tT,14,3,5,8.915492957746478,10,1.1216429699842023
tT,14,3,6,8.915492957746478,7,0.7851500789889416
tT,14,3,7,8.915492957746478,1,0.11216429699842023
tT,14,3,8,8.915492957746478,16,1.7946287519747237
tT,14,3,9,8.915492957746478,10,1.1216429699842023
tT,14,3,10,8.915492957746478,0,0
tT,14,3,11,8.915492957746478,3,0.3364928909952607
tT,14,3,12,8.915492957746478,0,0
tT,14,3,13,8.915492957746478,23,2.579778830963665
tT,14,3,14,8.915492957746478,4,0.44865718799368093
tT,14,3,15,8.915492957746478,4,0.44865718799368093
tT,14,3,16,8.915492957746478,0,0
tT,14,3,17,8.915492957746478,1,0.11216429699842023
tT,14,3,18,8.915492957746478,8,0.8973143759873619
tT,14,3,19,8.915492957746478,8,0.8973143759873619
tT,14,3,20,8.915492957746478,13,1.458135860979463
tT,14,3,21,8.915492957746478,19,2.131121642969984
tT,14,3,22,8.915492957746478,1,0.11216429699842023
tT,14,3,23,8.915492957746478,18,2.018957345971564
tT,14,3,24,8.915492957746478,8,0.8973143759873619
tT,14,3,25,8.915492957746478,15,1.6824644549763035
tT,14,3,26,8.915492957746478,0,0
tT,14,3,27,8.915492957746478,NA,NA
tT,14,3,28,8.915492957746478,NA,NA
tT,14,3,29,8.915492957746478,NA,NA
tT,14,3,30,8.915492957746478,NA,NA
tT,14,4,1,31.688888888888894,23,0.7258064516129031
tT,14,4,2,31.688888888888894,26,0.8204768583450209
tT,14,4,3,31.688888888888894,23,0.7258064516129031
tT,14,4,4,31.688888888888894,18,0.5680224403927068
tT,14,4,5,31.688888888888894,47,1.4831697054698456
tT,14,4,6,31.688888888888894,18,0.5680224403927068
tT,14,4,7,31.688888888888894,30,0.946704067321178
tT,14,4,8,31.688888888888894,24,0.7573632538569424
tT,14,4,9,31.688888888888894,15,0.473352033660589
tT,14,4,10,31.688888888888894,1,0.03155680224403926
tT,14,4,11,31.688888888888894,21,0.6626928471248246
tT,14,4,12,31.688888888888894,14,0.44179523141654975
tT,14,4,13,31.688888888888894,5,0.15778401122019634
tT,14,4,14,31.688888888888894,2,0.06311360448807853
tT,14,4,15,31.688888888888894,11,0.34712482468443195
tT,14,4,16,31.688888888888894,9,0.2840112201963534
tT,14,4,17,31.688888888888894,25,0.7889200561009817
tT,14,4,18,31.688888888888894,15,0.473352033660589
tT,14,4,19,31.688888888888894,1,0.03155680224403926
tT,14,4,20,31.688888888888894,17,0.5364656381486675
tT,14,4,21,31.688888888888894,16,0.5049088359046282
tT,14,4,22,31.688888888888894,16,0.5049088359046282
tT,14,4,23,31.688888888888894,26,0.8204768583450209
tT,14,4,24,31.688888888888894,17,0.5364656381486675
tT,14,4,25,31.688888888888894,28,0.8835904628330995
tT,14,4,26,31.688888888888894,25,0.7889200561009817
tT,14,4,27,31.688888888888894,9,0.2840112201963534
tT,14,4,28,31.688888888888894,6,0.1893408134642356
tT,14,4,29,31.688888888888894,13,0.41023842917251047
tT,14,4,30,31.688888888888894,14,0.44179523141654975
tT,14,5,1,20,3,0.15
tT,14,5,2,20,12,0.6
tT,14,5,3,20,10,0.5
tT,14,5,4,20,26,1.3
tT,14,5,5,20,12,0.6
tT,14,5,6,20,18,0.9
tT,14,5,7,20,0,0
tT,14,5,8,20,0,0
tT,14,5,9,20,15,0.75
tT,14,5,10,20,0,0
tT,14,5,11,20,42,2.1
tT,14,5,12,20,0,0
tT,14,5,13,20,0,0
tT,14,5,14,20,0,0
tT,14,5,15,20,27,1.35
tT,14,5,16,20,5,0.25
tT,14,5,17,20,0,0
tT,14,5,18,20,23,1.15
tT,14,5,19,20,25,1.25
tT,14,5,20,20,3,0.15
tT,14,5,21,20,0,0
tT,14,5,22,20,30,1.5
tT,14,5,23,20,0,0
tT,14,5,24,20,0,0
tT,14,5,25,20,0,0
tT,14,5,26,20,0,0
tT,14,5,27,20,0,0
tT,14,5,28,20,19,0.95
tT,14,5,29,20,1,0.05
tT,14,5,30,20,10,0.5
tT,15,3,1,8.915492957746478,0,0
tT,15,3,2,8.915492957746478,7,0.7851500789889416
tT,15,3,3,8.915492957746478,4,0.44865718799368093
tT,15,3,4,8.915492957746478,16,1.7946287519747237
tT,15,3,5,8.915492957746478,0,0
tT,15,3,6,8.915492957746478,13,1.458135860979463
tT,15,3,7,8.915492957746478,6,0.6729857819905214
tT,15,3,8,8.915492957746478,0,0
tT,15,3,9,8.915492957746478,0,0
tT,15,3,10,8.915492957746478,10,1.1216429699842023
tT,15,3,11,8.915492957746478,6,0.6729857819905214
tT,15,3,12,8.915492957746478,11,1.2338072669826226
tT,15,3,13,8.915492957746478,2,0.22432859399684046
tT,15,3,14,8.915492957746478,1,0.11216429699842023
tT,15,3,15,8.915492957746478,2,0.22432859399684046
tT,15,3,16,8.915492957746478,9,1.009478672985782
tT,15,3,17,8.915492957746478,1,0.11216429699842023
tT,15,3,18,8.915492957746478,6,0.6729857819905214
tT,15,3,19,8.915492957746478,0,0
tT,15,3,20,8.915492957746478,3,0.3364928909952607
tT,15,3,21,8.915492957746478,11,1.2338072669826226
tT,15,3,22,8.915492957746478,1,0.11216429699842023
tT,15,3,23,8.915492957746478,14,1.5703001579778832
tT,15,3,24,8.915492957746478,10,1.1216429699842023
tT,15,3,25,8.915492957746478,NA,NA
tT,15,3,26,8.915492957746478,NA,NA
tT,15,3,27,8.915492957746478,NA,NA
tT,15,3,28,8.915492957746478,NA,NA
tT,15,3,29,8.915492957746478,NA,NA
tT,15,3,30,8.915492957746478,NA,NA
tT,15,4,1,31.688888888888894,14,0.44179523141654975
tT,15,4,2,31.688888888888894,5,0.15778401122019634
tT,15,4,3,31.688888888888894,10,0.31556802244039267
tT,15,4,4,31.688888888888894,17,0.5364656381486675
tT,15,4,5,31.688888888888894,3,0.0946704067321178
tT,15,4,6,31.688888888888894,12,0.3786816269284712
tT,15,4,7,31.688888888888894,2,0.06311360448807853
tT,15,4,8,31.688888888888894,4,0.12622720897615705
tT,15,4,9,31.688888888888894,15,0.473352033660589
tT,15,4,10,31.688888888888894,0,0
tT,15,4,11,31.688888888888894,6,0.1893408134642356
tT,15,4,12,31.688888888888894,26,0.8204768583450209
tT,15,4,13,31.688888888888894,16,0.5049088359046282
tT,15,4,14,31.688888888888894,21,0.6626928471248246
tT,15,4,15,31.688888888888894,21,0.6626928471248246
tT,15,4,16,31.688888888888894,29,0.9151472650771387
tT,15,4,17,31.688888888888894,14,0.44179523141654975
tT,15,4,18,31.688888888888894,8,0.2524544179523141
tT,15,4,19,31.688888888888894,14,0.44179523141654975
tT,15,4,20,31.688888888888894,12,0.3786816269284712
tT,15,4,21,31.688888888888894,12,0.3786816269284712
tT,15,4,22,31.688888888888894,9,0.2840112201963534
tT,15,4,23,31.688888888888894,10,0.31556802244039267
tT,15,4,24,31.688888888888894,11,0.34712482468443195
tT,15,4,25,31.688888888888894,10,0.31556802244039267
tT,15,4,26,31.688888888888894,12,0.3786816269284712
tT,15,4,27,31.688888888888894,10,0.31556802244039267
tT,15,4,28,31.688888888888894,11,0.34712482468443195
tT,15,4,29,31.688888888888894,1,0.03155680224403926
tT,15,4,30,31.688888888888894,9,0.2840112201963534
tT,15,5,1,20,10,0.5
tT,15,5,2,20,7,0.35
tT,15,5,3,20,13,0.65
tT,15,5,4,20,0,0
tT,15,5,5,20,26,1.3
tT,15,5,6,20,22,1.1
tT,15,5,7,20,0,0
tT,15,5,8,20,28,1.4
tT,15,5,9,20,51,2.55
tT,15,5,10,20,48,2.4
tT,15,5,11,20,0,0
tT,15,5,12,20,0,0
tT,15,5,13,20,0,0
tT,15,5,14,20,17,0.85
tT,15,5,15,20,6,0.3
tT,15,5,16,20,17,0.85
tT,15,5,17,20,16,0.8
tT,15,5,18,20,0,0
tT,15,5,19,20,8,0.4
tT,15,5,20,20,17,0.85
tT,15,5,21,20,6,0.3
tT,15,5,22,20,21,1.05
tT,15,5,23,20,18,0.9
tT,15,5,24,20,14,0.7
tT,15,5,25,20,2,0.1
tT,15,5,26,20,28,1.4
tT,15,5,27,20,2,0.1
tT,15,5,28,20,17,0.85
tT,15,5,29,20,29,1.45
tT,15,5,30,20,14,0.7
tT,16,3,1,8.915492957746478,13,1.458135860979463
tT,16,3,2,8.915492957746478,4,0.44865718799368093
tT,16,3,3,8.915492957746478,17,1.906793048973144
tT,16,3,4,8.915492957746478,0,0
tT,16,3,5,8.915492957746478,16,1.7946287519747237
tT,16,3,6,8.915492957746478,10,1.1216429699842023
tT,16,3,7,8.915492957746478,8,0.8973143759873619
tT,16,3,8,8.915492957746478,0,0
tT,16,3,9,8.915492957746478,3,0.3364928909952607
tT,16,3,10,8.915492957746478,2,0.22432859399684046
tT,16,3,11,8.915492957746478,16,1.7946287519747237
tT,16,3,12,8.915492957746478,4,0.44865718799368093
tT,16,3,13,8.915492957746478,8,0.8973143759873619
tT,16,3,14,8.915492957746478,0,0
tT,16,3,15,8.915492957746478,19,2.131121642969984
tT,16,3,16,8.915492957746478,5,0.5608214849921012
tT,16,3,17,8.915492957746478,11,1.2338072669826226
tT,16,3,18,8.915492957746478,1,0.11216429699842023
tT,16,3,19,8.915492957746478,2,0.22432859399684046
tT,16,3,20,8.915492957746478,10,1.1216429699842023
tT,16,3,21,8.915492957746478,10,1.1216429699842023
tT,16,3,22,8.915492957746478,15,1.6824644549763035
tT,16,3,23,8.915492957746478,36,4.037914691943128
tT,16,3,24,8.915492957746478,8,0.8973143759873619
tT,16,3,25,8.915492957746478,0,0
tT,16,3,26,8.915492957746478,1,0.11216429699842023
tT,16,3,27,8.915492957746478,0,0
tT,16,3,28,8.915492957746478,NA,NA
tT,16,3,29,8.915492957746478,NA,NA
tT,16,3,30,8.915492957746478,NA,NA
tT,16,4,1,31.688888888888894,14,0.44179523141654975
tT,16,4,2,31.688888888888894,41,1.2938288920056098
tT,16,4,3,31.688888888888894,16,0.5049088359046282
tT,16,4,4,31.688888888888894,39,1.2307152875175313
tT,16,4,5,31.688888888888894,54,1.7040673211781203
tT,16,4,6,31.688888888888894,51,1.6093969144460025
tT,16,4,7,31.688888888888894,42,1.3253856942496491
tT,16,4,8,31.688888888888894,28,0.8835904628330995
tT,16,4,9,31.688888888888894,0,0
tT,16,4,10,31.688888888888894,3,0.0946704067321178
tT,16,4,11,31.688888888888894,34,1.072931276297335
tT,16,4,12,31.688888888888894,53,1.6725105189340812
tT,16,4,13,31.688888888888894,22,0.6942496493688639
tT,16,4,14,31.688888888888894,0,0
tT,16,4,15,31.688888888888894,23,0.7258064516129031
tT,16,4,16,31.688888888888894,41,1.2938288920056098
tT,16,4,17,31.688888888888894,26,0.8204768583450209
tT,16,4,18,31.688888888888894,8,0.2524544179523141
tT,16,4,19,31.688888888888894,26,0.8204768583450209
tT,16,4,20,31.688888888888894,22,0.6942496493688639
tT,16,4,21,31.688888888888894,22,0.6942496493688639
tT,16,4,22,31.688888888888894,13,0.41023842917251047
tT,16,4,23,31.688888888888894,23,0.7258064516129031
tT,16,4,24,31.688888888888894,47,1.4831697054698456
tT,16,4,25,31.688888888888894,26,0.8204768583450209
tT,16,4,26,31.688888888888894,29,0.9151472650771387
tT,16,4,27,31.688888888888894,41,1.2938288920056098
tT,16,4,28,31.688888888888894,35,1.1044880785413742
tT,16,4,29,31.688888888888894,52,1.6409537166900419
tT,16,4,30,31.688888888888894,29,0.9151472650771387
tT,16,5,1,20,23,1.15
tT,16,5,2,20,0,0
tT,16,5,3,20,0,0
tT,16,5,4,20,0,0
tT,16,5,5,20,0,0
tT,16,5,6,20,34,1.7
tT,16,5,7,20,19,0.95
tT,16,5,8,20,40,2
tT,16,5,9,20,2,0.1
tT,16,5,10,20,0,0
tT,16,5,11,20,1,0.05
tT,16,5,12,20,0,0
tT,16,5,13,20,0,0
tT,16,5,14,20,12,0.6
tT,16,5,15,20,0,0
tT,16,5,16,20,0,0
tT,16,5,17,20,47,2.35
tT,16,5,18,20,0,0
tT,16,5,19,20,16,0.8
tT,16,5,20,20,0,0
tT,16,5,21,20,19,0.95
tT,16,5,22,20,23,1.15
tT,16,5,23,20,0,0
tT,16,5,24,20,27,1.35
tT,16,5,25,20,21,1.05
tT,16,5,26,20,0,0
tT,16,5,27,20,9,0.45
tT,16,5,28,20,0,0
tT,16,5,29,20,0,0
tT,16,5,30,20,NA,NA
